cell_id,x,y,group,foldchange
Loc666,0.369083624,0.572860622,B,3
Loc667,0.671408328,0.905846678,C,5
Loc668,0.768144551,0.566021879,C,5
Loc669,0.522248276,0.056486818,A,1
Loc670,0.828075018,0.102113745,A,1
Loc671,0.527096195,0.328341856,A,1
Loc672,0.501754825,0.990600507,B,3
Loc673,0.41997332,0.714365339,B,3
Loc674,0.362298283,0.078974184,B,3
Loc675,0.12342891,0.614216449,B,3
Loc676,0.298161529,0.493233673,B,3
Loc677,0.27667649,0.269097655,A,1
Loc678,0.770225356,0.293110863,C,5
Loc679,0.778181302,0.4752783,C,5
Loc680,0.143787281,0.964078546,B,3
Loc681,0.515526151,0.423632102,A,1
Loc682,0.597240485,0.844097096,C,5
Loc683,0.505843024,0.953827351,B,3
Loc684,0.386099633,0.286473525,A,1
Loc685,0.426098101,0.540849398,B,3
Loc686,0.011759735,0.581378318,A,1
Loc687,0.91933177,0.256286894,C,5
Loc688,0.079439693,0.878083968,C,5
Loc689,0.507374255,0.882302388,B,3
Loc690,0.820171617,0.987334685,C,5
Loc691,0.598395418,0.101620901,A,1
Loc692,0.424153526,0.618775002,B,3
Loc693,0.559310271,0.70473377,C,5
Loc694,0.789094472,0.148588431,A,1
Loc695,0.167715258,0.890810592,C,5
Loc696,0.97045173,0.1626703,C,5
Loc697,0.473503098,0.12186647,A,1
Loc698,0.929743206,0.977556857,C,5
Loc699,0.90093927,0.627110265,C,5
Loc700,0.750882188,0.01919943,C,5
Loc701,0.676568772,0.829164145,C,5
Loc702,0.648013446,0.998877475,C,5
Loc703,0.07324687,0.868095516,C,5
Loc704,0.423558418,0.396911075,A,1
Loc705,0.530824364,0.936241783,B,3
Loc706,0.942704762,0.324772896,C,5
Loc707,0.712224559,0.972447562,C,5
Loc708,0.724490575,0.562598454,C,5
Loc709,0.470128618,0.579329038,B,3
Loc710,0.120282256,0.824690354,C,5
Loc711,0.783097671,0.198444478,A,1
Loc712,0.438157397,0.618989635,B,3
Loc713,0.43145598,0.224564615,A,1
Loc714,0.027497879,0.02522373,A,1
Loc715,0.146561843,0.756505125,C,5
Loc716,0.422595158,0.638156945,B,3
Loc717,0.767137174,0.057868913,C,5
Loc718,0.004766445,0.673797813,B,3
Loc719,0.603595692,0.691544771,C,5
Loc720,0.905577261,0.74522896,B,3
Loc721,0.706661532,0.124061871,C,5
Loc722,0.262537159,0.151171787,A,1
Loc723,0.851076219,0.177430625,A,1
Loc724,0.333605515,0.008869468,A,1
Loc725,0.578284268,0.633788643,C,5
Loc726,0.43277313,0.372750885,A,1
Loc727,0.051595323,0.277720049,B,3
Loc728,0.729803288,0.172508501,A,1
Loc729,0.548170414,0.203711141,A,1
Loc730,0.751221986,0.221870882,A,1
Loc731,0.050771165,0.253431505,B,3
Loc732,0.714966212,0.170097689,A,1
Loc733,0.297694457,0.921676764,B,3
Loc734,0.28347721,0.345313458,B,3
Loc735,0.829877127,0.085109209,A,1
Loc736,0.086395375,0.377817805,B,3
Loc737,0.042657119,0.54334352,A,1
Loc738,0.348740809,0.787010926,B,3
Loc739,0.54233601,0.320313528,A,1
Loc740,0.609460864,0.838038518,C,5
Loc741,0.271372098,0.998470485,B,3
Loc742,0.205230932,0.213442992,A,1
Loc743,0.381632148,0.437296491,B,3
Loc744,0.472558115,0.378729996,A,1
Loc745,0.83551795,0.965576709,C,5
Loc746,0.121471496,0.641116502,B,3
Loc747,0.675808125,0.806135334,C,5
Loc748,0.49668522,0.919062189,B,3
Loc749,0.902237748,0.058622448,A,1
Loc750,0.551263967,0.477642856,C,5
Loc751,0.128564677,0.696882788,B,3
Loc752,0.442009786,0.044671509,A,1
Loc753,0.192297696,0.756854317,B,3
Loc754,0.434900622,0.591673725,B,3
Loc755,0.225133403,0.510140463,B,3
Loc756,0.961096282,0.452601766,A,1
Loc757,0.448427465,0.025481966,A,1
Loc758,0.777144985,0.961843609,C,5
Loc759,0.158219774,0.98762744,B,3
Loc760,0.866808583,0.634359558,C,5
Loc761,0.206145606,0.425541347,B,3
Loc762,0.177949683,0.266625905,B,3
Loc763,0.164891146,0.080569488,A,1
Loc764,0.565268977,0.330141563,A,1
Loc765,0.727181021,0.894050103,C,5
Loc766,0.875918989,0.306675198,C,5
Loc767,0.708424384,0.402423841,C,5
Loc768,0.477463211,0.573791398,B,3
Loc769,0.820279994,0.596988384,C,5
Loc770,0.016612211,0.570017138,A,1
Loc771,0.996111101,0.218071288,C,5
Loc772,0.634894836,0.820126744,C,5
Loc773,0.428475381,0.036655781,A,1
Loc774,0.028392933,0.625582815,B,3
Loc775,0.753332701,0.433478938,C,5
Loc776,0.208633975,0.356926139,B,3
Loc777,0.999455405,0.77366764,B,3
Loc778,0.907249193,0.173452048,A,1
Loc779,0.712465032,0.493208973,C,5
Loc780,0.730932884,0.737188909,C,5
Loc781,0.472487921,0.511001023,B,3
Loc782,0.862510687,0.475086916,A,1
Loc783,0.165415122,0.587899941,A,1
Loc784,0.620427926,0.572537379,C,5
Loc785,0.292331395,0.654917741,B,3
Loc786,0.456141734,0.865125556,B,3
Loc787,0.045639209,0.396846376,B,3
Loc788,0.177661752,0.960116156,B,3
Loc789,0.057932068,0.380877255,B,3
Loc790,0.944410234,0.17008828,C,5
Loc791,0.342743474,0.231604879,A,1
Loc792,0.517950571,0.949920209,B,3
Loc793,0.625245335,0.083508158,A,1
Loc794,0.237264854,0.193044016,A,1
Loc795,0.516123914,0.074695295,A,1
Loc796,0.806541828,0.605016008,C,5
Loc797,0.348264734,0.215842896,A,1
Loc798,0.858687453,0.587987261,C,5
Loc799,0.034438761,0.228897603,B,3
Loc800,0.970997146,0.390925179,C,5
Loc801,0.745110136,0.347905913,C,5
Loc802,0.273255242,0.918379402,B,3
Loc803,0.677106102,0.112039124,C,5
Loc804,0.347947468,0.254976144,A,1
Loc805,0.947020522,0.18662407,C,5
Loc806,0.338623775,0.745543523,B,3
Loc807,0.031713204,0.932968782,B,3
Loc808,0.353585798,0.494711894,B,3
Loc809,0.387123588,0.644993681,B,3
Loc810,0.35694716,0.175802587,A,1
Loc811,0.959968606,0.602994646,C,5
Loc812,0.383738205,0.887757666,B,3
Loc813,0.546337621,0.490209404,C,5
Loc814,0.925323476,0.018383573,A,1
Loc815,0.916859527,0.179390792,A,1
Loc816,0.242732993,0.299391138,B,3
Loc817,0.717090839,0.276964061,C,5
Loc818,0.348946036,0.061609424,B,3
Loc819,0.554283351,0.355321348,A,1
Loc820,0.742972413,0.577037754,C,5
Loc821,0.819698319,0.535031558,C,5
Loc822,0.869657265,0.60427283,C,5
Loc823,0.035865134,0.486148978,A,1
Loc824,0.220024403,0.131626568,B,3
Loc825,0.36697321,0.964570049,B,3
Loc826,0.305696442,0.742461576,B,3
Loc827,0.727830458,0.366839385,C,5
Loc828,0.699728766,0.150825295,C,5
Loc829,0.910060927,0.226939673,C,5
Loc830,0.84560261,0.745116809,B,3
Loc831,0.77854464,0.050592378,C,5
Loc832,0.400843428,0.593993297,B,3
Loc833,0.576804659,0.153250648,A,1
Loc834,0.076359446,0.762780725,C,5
Loc835,0.872974851,0.995281065,C,5
Loc836,0.956285736,0.173998111,C,5
Loc837,0.50553108,0.619130823,B,3
Loc838,0.924366364,0.537983174,A,1
Loc839,0.134513533,0.818258262,C,5
Loc840,0.238737003,0.321746907,B,3
Loc841,0.489962622,0.582326937,B,3
Loc842,0.474060097,0.070932379,A,1
Loc843,0.434994159,0.570644013,B,3
Loc844,0.03924896,0.560677251,A,1
Loc845,0.644331015,0.434170939,C,5
Loc846,0.7155672,0.961948785,C,5
Loc847,0.351666721,0.711271684,B,3
Loc848,0.946556749,0.258469532,C,5
Loc849,0.743106507,0.925677538,C,5
Loc850,0.05078592,0.420811663,B,3
Loc851,0.980364781,0.816300746,B,3
Loc852,0.217822453,0.754665048,B,3
Loc853,0.036196002,0.412143304,B,3
Loc854,0.260703865,0.514416832,B,3
Loc855,0.720415786,0.542284718,C,5
Loc856,0.247894181,0.974024304,B,3
Loc857,0.234915792,0.073637955,B,3
Loc858,0.021011843,0.769503805,C,5
Loc859,0.264620628,0.872554909,B,3
Loc860,0.691801619,0.989865585,C,5
Loc861,0.034669391,0.965147644,B,3
Loc862,0.06278613,0.636421319,B,3
Loc863,0.397706092,0.065389294,A,1
Loc864,0.490028425,0.128414755,A,1
Loc865,0.631048748,0.49278478,C,5
Loc866,0.723404312,0.66324486,C,5
Loc867,0.076765792,0.189378714,B,3
Loc868,0.421446081,0.177598393,A,1
Loc869,0.973726686,0.115560326,A,1
Loc870,0.813805783,0.1569524,A,1
Loc871,0.223767723,0.85741085,B,3
Loc872,0.489742306,0.424860532,A,1
Loc873,0.011340193,0.878341671,C,5
Loc874,0.258602297,0.824826564,B,3
Loc875,0.454598772,0.978819617,B,3
Loc876,0.740976688,0.634543016,C,5
Loc877,0.990660012,0.691523276,C,5
Loc878,0.332204946,0.792183339,B,3
Loc879,0.944791405,0.034170646,A,1
Loc880,0.96185342,0.819993681,B,3
Loc881,0.8992775,0.687636163,C,5
Loc882,0.492715835,0.431776892,A,1
Loc883,0.784935478,0.243875787,A,1
Loc884,0.803119047,0.008147703,C,5
Loc885,0.677767624,0.421106143,C,5
Loc886,0.581277579,0.786956908,C,5
Loc887,0.330668087,0.595592123,B,3
Loc888,0.001314657,0.984963059,B,3
Loc889,0.065801964,0.528043456,A,1
Loc890,0.085951917,0.523278418,A,1
Loc891,0.013109717,0.786444805,C,5
Loc892,0.335745624,0.087722409,B,3
Loc893,0.119264317,0.256111981,B,3
Loc894,0.593595445,0.35660412,A,1
Loc895,0.037312676,0.249055458,B,3
Loc896,0.009571792,0.175018488,B,3
Loc897,0.161596126,0.572922081,A,1
Loc898,0.831898988,0.483393148,A,1
Loc899,0.766842754,0.809948969,C,5
Loc900,0.272780316,0.750515234,B,3
Loc901,0.188163299,0.347443798,B,3
Loc902,0.225761835,0.806874484,B,3
Loc903,0.061970368,0.251764228,B,3
Loc904,0.059900241,0.592963554,A,1
Loc905,0.14815587,0.156215733,A,1
Loc906,0.072987886,0.175159652,B,3
Loc907,0.042885892,0.226377301,B,3
Loc908,0.522461272,0.791963252,B,3
Loc909,0.789231489,0.38837648,C,5
Loc910,0.694753348,0.911222033,C,5
Loc911,0.066576047,0.121847051,A,1
Loc912,0.017957747,0.987835157,B,3
Loc913,0.442158423,0.755287921,B,3
Loc914,0.157602083,0.310775834,B,3
Loc915,0.718860116,0.019865358,C,5
Loc916,0.703941833,0.682283061,C,5
Loc917,0.885226305,0.438736067,C,5
Loc918,0.325261015,0.883700705,B,3
Loc919,0.970881567,0.074243786,A,1
Loc920,0.984820266,0.453669556,A,1
Loc921,0.039184718,0.888036271,C,5
Loc922,0.893571288,0.700159242,C,5
Loc923,0.822399151,0.304615611,C,5
Loc924,0.724244693,0.584890802,C,5
Loc925,0.288920138,0.87045377,B,3
Loc926,0.501948605,0.446523559,A,1
Loc927,0.428347001,0.33737304,A,1
Loc928,0.610016016,0.566908609,C,5
Loc929,0.926113174,0.415764982,C,5
Loc930,0.240123258,0.832660665,B,3
Loc931,0.271881834,0.153707588,A,1
Loc932,0.735003646,0.658649043,C,5
Loc933,0.751545873,0.001026819,C,5
Loc934,0.930591921,0.320450929,C,5
Loc935,0.462730275,0.950132881,B,3
Loc936,0.860691177,0.01255251,A,1
Loc937,0.31203642,0.079090765,B,3
Loc938,0.208039013,0.213288371,A,1
Loc939,0.920827467,0.994843259,C,5
Loc940,0.052736884,0.492039588,A,1
Loc941,0.411155431,0.627634118,B,3
Loc942,0.456341215,0.005961335,A,1
Loc943,0.415860248,0.285853999,A,1
Loc944,0.670353452,0.986480417,C,5
Loc945,0.75690408,0.757692325,C,5
Loc946,0.911651314,0.068274991,A,1
Loc947,0.819952086,0.810763979,C,5
Loc948,0.093649853,0.122871407,A,1
Loc949,0.177906081,0.409918361,B,3
Loc950,0.64221458,0.927543645,C,5
Loc951,0.874282994,0.554208239,A,1
Loc952,0.59231335,0.014266614,A,1
Loc953,0.262432192,0.967365281,B,3
Loc954,0.883752264,0.770065533,B,3
Loc955,0.187689346,0.079952413,B,3
Loc956,0.488866982,0.365419848,A,1
Loc957,0.009820487,0.480426545,A,1
Loc958,0.360434043,0.675760692,B,3
Loc959,0.442161691,0.786447251,B,3
Loc960,0.125729221,0.810058057,C,5
Loc961,0.624364548,0.078677504,A,1
Loc962,0.302431332,0.168914441,A,1
Loc963,0.239637228,0.036732794,B,3
Loc964,0.358629764,0.240142309,A,1
Loc965,0.892910413,0.912195182,C,5
Loc966,0.990627265,0.00136348,A,1
Loc967,0.732421197,0.227300448,A,1
Loc968,0.992788088,0.168262932,C,5
Loc969,0.539789362,0.149762515,A,1
Loc970,0.433801762,0.648097161,B,3
Loc971,0.964673674,0.485572549,A,1
Loc972,0.148319643,0.693244319,B,3
Loc973,0.066493056,0.289669457,B,3
Loc974,0.024251488,0.97867166,B,3
Loc975,0.612423242,0.288126329,A,1
Loc976,0.696608748,0.525764521,C,5
Loc977,0.801141887,0.07782227,C,5
Loc978,0.137730284,0.678553835,B,3
Loc979,0.159784823,0.181949717,A,1
Loc980,0.988833593,0.529804455,A,1
