cell_id,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,signal9,signal10,signal11,signal12,signal13,signal14,signal15,signal16,signal17,signal18,signal19,signal20,signal21,signal22,signal23,signal24,signal25,signal26,signal27,signal28,signal29,signal30,signal31,signal32,signal33,signal34,signal35,signal36,signal37,signal38,signal39,signal40,signal41,signal42,signal43,signal44,signal45,signal46,signal47,signal48,signal49,signal50,signal51,signal52,signal53,signal54,signal55,signal56,signal57,signal58,signal59,signal60,signal61,signal62,signal63,signal64,signal65,signal66,signal67,signal68,signal69,signal70,signal71,signal72,signal73,signal74,signal75,signal76,signal77,signal78,signal79,signal80,signal81,signal82,signal83,signal84,signal85,signal86,signal87,signal88,signal89,signal90,signal91,signal92,signal93,signal94,signal95,signal96,signal97,signal98,signal99,signal100,signal101,signal102,signal103,signal104,signal105,signal106,signal107,signal108,signal109,signal110,signal111,signal112,signal113,signal114,signal115,signal116,signal117,signal118,signal119,signal120,signal121,signal122,signal123,signal124,signal125,signal126,signal127,signal128,signal129,signal130,signal131,signal132,signal133,signal134,signal135,signal136,signal137,signal138,signal139,signal140,signal141,signal142,signal143,signal144,signal145,signal146,signal147,signal148,signal149,signal150,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10,noise11,noise12,noise13,noise14,noise15,noise16,noise17,noise18,noise19,noise20,noise21,noise22,noise23,noise24,noise25,noise26,noise27,noise28,noise29,noise30
Loc209,4,14,4,18,9,3,2,1,6,5,7,24,20,18,0,4,3,10,16,0,1,4,4,24,6,3,7,2,2,13,1,12,6,2,3,1,23,10,0,7,7,22,2,7,3,14,6,11,2,16,0,1,0,1,1,1,1,0,0,2,0,1,2,0,1,2,1,1,0,0,2,0,0,0,0,4,0,4,0,0,1,0,2,0,1,0,1,1,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,2,3,0,3,0,0,0,0,0,0,0,2,0,3,4,0,5,1,3,6,2,2,1,2,6,3,0,2,0,7,0,0,0,3,4,1,0,0,1,0,3,4,7
Loc210,1,1,1,1,1,4,0,2,0,1,0,0,1,2,2,2,4,0,5,12,0,5,1,2,0,2,5,1,1,9,1,3,2,1,1,0,5,1,0,1,2,0,0,0,6,0,0,1,5,0,1,4,0,4,0,3,4,0,1,0,5,2,0,0,6,0,1,1,2,0,0,0,1,0,0,6,0,1,3,1,4,1,0,1,4,0,2,5,2,0,4,0,3,0,9,5,4,1,4,0,1,2,3,1,1,0,0,5,1,1,2,1,2,2,0,1,1,1,3,3,0,0,10,1,0,1,7,2,0,0,1,2,1,0,1,4,5,6,0,0,0,1,3,1,1,3,1,0,1,1,5,3,0,4,3,0,0,1,0,0,0,0,2,0,0,1,2,4,3,2,0,1,5,2,1,2,4,1,1,3
Loc211,0,4,6,6,0,7,0,0,3,6,1,0,0,14,0,0,1,1,0,3,1,4,0,4,0,1,0,2,1,2,1,4,0,0,3,0,8,0,4,3,2,0,0,2,2,3,2,4,0,1,7,3,4,0,1,0,0,2,3,0,2,1,1,0,0,1,3,0,0,0,3,2,2,2,3,3,0,0,5,0,3,1,1,1,1,0,2,4,4,0,4,2,0,0,1,13,1,0,0,0,0,0,1,4,0,3,1,1,2,4,0,3,6,0,4,3,0,1,0,1,3,1,1,7,2,5,0,5,1,5,3,2,1,1,1,5,0,1,7,0,0,5,2,0,0,1,0,0,1,2,0,4,0,0,2,0,0,3,0,4,0,2,2,0,1,5,0,0,0,2,4,2,2,0,0,0,2,0,0,3
Loc212,0,0,1,1,2,4,4,0,0,2,0,7,2,0,7,0,5,3,3,6,5,3,1,5,0,1,2,0,1,1,0,4,4,0,7,3,10,1,0,1,0,9,0,1,0,2,0,0,0,0,2,0,1,1,2,3,0,0,0,3,1,1,0,0,0,2,1,1,0,0,4,2,7,0,3,6,1,4,0,3,2,4,0,2,1,2,1,0,2,4,1,0,9,0,0,0,4,0,1,5,5,1,0,7,1,4,1,3,1,6,2,1,4,5,2,1,1,0,7,2,4,0,3,0,3,0,4,8,0,1,0,2,10,1,0,0,7,0,0,2,3,3,0,2,2,1,1,5,2,2,15,0,3,0,0,0,1,0,0,3,2,9,1,3,0,0,0,1,0,2,1,2,5,3,3,1,0,0,1,4
Loc213,26,1,12,10,14,3,24,7,1,4,0,4,9,9,20,17,6,0,28,37,3,3,6,1,7,12,22,5,4,4,3,13,3,9,4,16,5,1,5,3,11,17,9,1,10,3,14,1,2,20,0,0,2,0,0,0,1,0,2,0,0,1,1,0,0,2,6,0,1,0,0,0,0,0,1,3,1,0,1,1,0,0,0,2,0,0,0,1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,2,0,0,0,1,4,1,0,0,0,1,1,1,2,3,0,1,0,3,0,3,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,3,0,1,2,3,0,0,0,0,0,3,0,2,6,3,4,5,0,6,9,2,0,2,0,1,0,1,0,8,9,5,0,1,0,1,0,3,5,1,1,4
Loc214,5,5,0,7,0,0,1,2,0,1,0,2,4,6,0,1,0,0,2,1,1,4,0,4,0,0,6,2,0,0,1,1,2,5,3,0,2,0,7,0,0,2,0,1,0,2,0,0,1,1,13,3,1,3,1,5,1,0,0,0,1,2,2,0,2,4,1,1,1,2,2,1,0,1,0,0,0,4,2,0,0,4,0,19,0,0,0,0,6,6,1,4,3,1,0,0,0,1,0,5,1,6,2,7,0,0,1,4,1,4,2,1,2,5,0,3,0,3,1,0,0,0,1,2,4,0,2,1,2,0,5,0,2,5,0,0,1,2,0,4,10,1,1,0,0,3,4,0,6,3,2,2,2,1,0,2,1,2,1,5,0,1,4,2,6,3,0,2,0,4,3,0,3,2,5,3,2,0,2,5
Loc215,7,9,0,2,6,2,0,0,2,0,1,2,0,1,2,0,0,0,0,3,4,3,0,7,0,2,8,2,0,4,5,3,0,2,1,2,5,2,2,1,1,5,0,2,1,3,2,1,2,1,2,1,2,0,4,3,1,0,0,0,1,1,1,6,2,2,2,1,1,6,7,0,7,0,2,2,4,0,0,6,0,0,3,0,7,7,1,1,2,0,3,4,0,0,4,5,0,6,0,0,1,5,4,1,0,3,4,1,3,0,5,0,1,0,11,0,1,17,0,1,2,5,0,5,0,2,5,6,2,5,3,0,5,0,9,3,9,1,4,0,1,7,6,0,8,0,0,2,2,3,0,3,0,0,0,0,1,6,1,1,1,3,2,0,0,3,0,2,3,1,5,3,0,4,4,2,0,8,2,2
Loc216,2,0,3,1,1,2,2,1,8,2,0,4,3,2,5,4,4,1,0,8,0,9,2,0,4,1,10,8,0,2,5,3,3,4,0,1,2,0,0,0,5,0,2,0,2,0,0,5,2,10,1,1,0,18,8,2,1,1,3,3,2,0,3,4,0,4,0,2,1,0,2,1,2,0,8,1,3,0,2,1,0,5,0,1,3,1,0,2,2,1,5,5,2,3,0,0,2,5,2,1,2,12,1,0,0,2,0,4,3,0,1,0,3,3,1,0,6,1,0,2,5,6,14,3,2,0,3,1,1,1,2,1,2,2,7,6,4,3,1,5,2,0,0,3,2,4,0,0,0,0,1,2,1,5,1,2,1,12,1,1,0,0,0,0,4,0,1,4,1,4,4,1,0,1,2,3,0,8,1,6
Loc217,2,5,7,3,26,0,3,14,6,9,14,5,16,14,7,16,1,4,0,7,9,10,3,7,1,0,1,14,3,6,15,12,1,3,3,4,0,8,0,0,2,16,11,1,0,3,6,9,7,0,0,2,0,0,0,0,2,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,1,2,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,0,1,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,2,0,3,1,0,3,5,0,1,0,0,0,3,0,3,7,0,6,0,0,0,0,1,0,3
Loc218,13,19,0,1,1,2,0,6,27,2,1,2,2,4,3,19,17,11,6,5,4,23,0,1,4,23,11,3,42,2,2,15,6,7,4,4,1,9,1,1,11,2,10,1,7,2,4,7,5,5,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,1,0,4,2,2,2,0,0,0,0,0,1,3,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,2,0,3,1,1,7,1,0,1,5,1,0,0,0,1,2,1,0,0,1,0,2,1,0,1,5,1,0,0,1,0,0,1,1,1,1,0,0,4,0,1,1,1,0,0,6,7,3,5,2,2,0,1,6,0,4,1,2,1,1,0,1,0,1,5
Loc219,1,3,4,1,2,2,3,5,4,0,0,2,2,1,0,2,6,2,11,2,1,3,0,12,4,2,3,0,1,8,1,3,2,5,1,0,1,0,11,0,3,1,1,3,5,0,1,5,2,0,1,0,5,1,0,2,2,2,0,3,9,4,1,0,2,1,4,3,2,2,0,0,2,0,1,0,1,2,0,3,7,2,2,1,4,1,1,7,0,4,2,0,1,2,9,5,1,0,2,0,2,5,0,1,5,2,0,0,0,0,0,4,0,16,1,2,0,8,1,7,3,1,0,2,0,0,0,1,4,1,1,0,4,2,5,0,5,7,3,5,0,4,0,5,0,1,1,0,3,1,1,0,4,1,1,0,3,0,0,6,0,1,0,0,0,1,1,0,4,4,0,0,1,0,2,6,0,2,0,2
Loc220,2,1,0,5,3,11,18,4,0,7,2,3,2,3,9,3,1,14,1,1,5,5,25,1,0,5,9,0,4,6,9,0,11,2,1,12,0,2,1,3,7,0,2,9,7,0,2,0,1,13,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,0,0,2,0,3,0,1,1,0,2,0,3,1,0,0,0,1,2,2,1,2,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,10,0,9,0,1,6,0,1,2,1,0,7,3,2,7,1,3,0,1,0,2,1,1,0,1,2,2,3,0
Loc221,5,12,8,3,6,2,0,1,5,4,1,0,9,1,7,26,19,21,0,9,1,2,9,6,1,2,0,5,0,3,2,0,0,10,4,2,23,5,3,3,1,2,1,2,8,10,7,5,9,2,2,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1,2,0,1,0,0,0,1,3,0,1,0,0,1,0,2,1,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1,0,0,0,0,0,5,0,1,5,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,2,2,8,2,0,0,0,3,3,0,1,0,1,6,2,0,1,4,3,1,3,0,1,1,0,0,0,3,0,1,2
Loc222,0,1,3,0,0,3,1,6,0,2,1,4,1,3,2,0,5,7,0,0,0,11,2,0,2,1,2,2,12,2,0,0,1,1,0,1,1,3,0,1,0,0,0,0,2,8,1,4,0,13,0,2,1,4,1,0,0,2,0,4,2,5,0,0,3,1,1,0,1,3,0,0,0,7,0,0,0,5,7,7,4,0,1,2,16,2,0,4,2,7,0,2,3,0,2,4,0,0,0,1,3,7,4,0,2,0,2,1,0,1,1,0,1,1,4,1,1,3,1,2,2,0,2,3,0,4,3,0,2,6,3,6,0,0,0,3,5,0,3,2,2,2,0,2,2,1,1,3,0,0,3,0,4,2,0,4,4,1,0,3,7,2,2,2,0,1,0,0,1,0,1,3,0,1,0,1,2,0,7,1
Loc223,0,1,1,1,8,21,23,3,2,4,7,19,10,11,9,3,32,20,1,0,0,6,0,2,2,11,8,21,3,12,6,0,3,9,2,3,20,0,26,19,3,13,4,12,3,0,8,19,6,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,4,3,1,0,0,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,1,6,1,2,6,0,1,0,0,1,0,3,1,0,0,3,0,6,2,1,4,1,11,0
Loc224,2,0,0,0,2,3,1,0,1,0,0,0,4,3,1,0,2,1,0,0,0,5,0,1,0,0,7,1,7,3,4,4,3,1,2,2,4,2,0,2,2,3,5,1,6,6,1,11,3,3,2,2,3,0,6,3,0,1,0,12,4,2,0,2,11,2,1,0,3,1,8,1,0,2,1,1,4,2,2,1,4,1,4,0,0,2,1,9,0,6,0,0,14,0,1,3,0,0,0,4,1,0,6,1,3,1,1,4,3,2,0,3,0,0,0,1,3,6,0,2,0,0,0,1,0,0,0,0,3,1,1,3,0,16,4,5,0,0,0,4,0,0,0,3,0,0,0,1,2,1,1,1,2,0,11,1,2,5,9,6,2,0,2,6,0,7,5,1,0,1,1,1,0,1,1,0,2,1,5,4
Loc225,5,30,3,3,4,0,12,3,0,8,5,6,11,5,0,4,5,3,1,20,5,20,13,4,4,11,7,21,7,15,3,8,5,7,14,1,1,5,1,5,5,3,1,5,9,18,0,1,8,14,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,2,1,3,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,1,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,1,2,3,5,2,2,6,0,0,3,2,1,0,0,0,0,2,0,1,1,3,10,3,0,0,5,0,2,1,1,0,2
Loc226,14,4,2,4,2,7,3,2,10,0,4,18,1,13,5,2,11,0,5,6,4,7,3,0,0,2,5,3,6,1,0,6,25,0,6,9,13,0,2,1,3,14,5,8,2,1,1,10,8,2,0,0,0,0,1,0,0,0,1,2,0,0,2,0,2,0,4,3,1,1,0,0,0,3,1,0,1,1,2,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,1,0,0,0,2,0,0,2,0,0,1,0,1,1,1,0,0,1,0,4,0,0,3,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,3,0,0,1,1,4,0,2,2,0,1,2,2,8,4,0,1,3,1,0,1,5,1,0,0,2,1,0,0,3,0,1,8,0,14,3
Loc227,1,1,0,1,0,0,2,2,0,2,0,0,0,1,4,1,0,0,0,0,3,4,2,0,1,0,8,4,1,1,3,0,0,3,5,7,1,3,3,0,3,2,1,0,3,0,0,4,0,2,0,0,3,3,4,1,0,0,5,2,3,1,1,0,0,0,1,0,4,1,0,0,5,0,2,2,3,1,1,5,1,0,0,8,2,0,3,1,2,0,5,0,1,1,1,3,4,2,1,0,2,0,3,0,1,4,0,0,1,0,0,0,2,0,1,5,2,1,0,0,0,1,4,0,0,4,1,5,6,2,3,0,3,0,1,3,6,1,1,1,2,3,8,0,1,1,1,0,4,6,1,5,0,2,3,0,9,8,0,2,0,11,5,2,0,0,6,3,0,0,1,0,3,0,1,0,0,3,1,0
Loc228,12,4,14,3,8,7,12,1,0,3,1,10,5,4,1,5,7,10,5,18,1,0,3,1,14,30,2,4,22,2,0,7,0,1,3,0,10,1,11,3,6,4,4,4,3,1,6,1,52,6,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,1,1,4,0,0,1,2,2,1,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,3,0,1,0,0,2,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,1,1,1,0,2,1,3,2,0,1,0,0,1,0,1,7,0,0,2,1,0,2,1,0,1,0,3,4,2,0,0,2,0,0,1,0,0,0,0,0,1,11
Loc229,2,3,3,4,3,1,1,1,1,4,0,7,3,0,11,0,1,3,0,0,0,2,0,2,0,1,0,2,2,1,0,4,0,4,1,2,1,1,2,2,0,2,0,2,1,0,7,0,1,1,2,0,0,4,2,0,1,1,12,0,3,0,1,3,0,0,4,0,1,1,0,0,0,1,0,3,4,1,0,4,1,5,8,0,0,6,0,0,0,1,2,5,3,4,2,1,0,0,3,2,3,1,0,8,0,2,0,0,2,0,6,1,0,0,5,0,5,0,0,3,1,2,3,0,0,3,0,0,5,0,10,2,1,2,2,7,0,2,1,4,1,0,5,0,2,4,1,4,1,4,0,0,0,14,4,0,2,4,0,2,0,1,2,1,1,0,1,1,6,4,0,4,1,3,1,0,0,2,3,0
Loc230,0,10,0,0,1,25,3,1,0,4,1,3,4,1,0,3,1,3,18,3,0,10,5,11,2,7,10,7,3,5,11,41,16,5,17,2,3,8,8,18,10,14,18,1,6,4,5,0,5,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,5,1,3,1,0,1,0,1,2,4,1,1,0,2,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,2,0,1,1,2,1,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,1,0,4,1,13,1,3,1,6,0,2,1,0,2,1,0,4,3,0,0,3,3,0,1,4,0,5,0,1,17,6
Loc231,0,2,0,1,0,1,3,2,1,2,0,2,2,4,0,5,2,0,4,1,1,1,2,0,3,1,0,1,1,0,0,0,3,0,0,4,2,7,2,2,1,2,1,2,0,5,4,0,4,4,3,2,1,1,3,0,0,10,2,1,1,2,10,1,6,1,7,1,5,0,6,0,0,0,2,0,1,0,0,4,0,0,8,14,0,3,2,4,0,6,2,3,1,0,0,0,6,1,3,3,2,2,0,2,1,1,2,1,0,0,2,1,5,4,3,1,0,6,0,0,0,0,21,0,0,1,2,3,0,2,14,0,0,4,2,1,0,0,3,2,1,7,0,2,6,2,3,5,0,1,2,2,2,1,0,3,5,0,10,0,0,2,1,2,2,0,0,5,1,0,0,1,7,2,2,0,0,3,0,2
Loc232,13,1,6,17,7,12,1,3,9,8,0,3,0,0,8,10,1,4,5,6,11,2,15,0,4,8,7,3,14,11,6,7,1,0,9,5,1,11,3,0,7,3,10,7,1,0,1,1,0,0,2,0,3,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,2,3,2,1,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1,1,0,0,0,1,0,0,1,0,1,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,2,0,5,2,0,0,0,0,2,2,4,4,0,0,0,5,0,3,3,2,6,1,0,0,1,1,0,2,2,2,5,2,3,0,4,1,1
Loc233,2,0,2,2,2,0,0,1,0,5,1,0,2,0,5,0,0,0,3,5,1,4,1,6,4,0,1,1,5,0,0,4,0,2,1,0,0,0,2,5,2,3,1,0,0,1,0,2,1,1,3,4,2,3,4,0,0,0,1,2,0,3,0,0,1,0,0,4,3,3,1,5,0,0,0,3,3,2,0,0,0,0,1,2,2,2,1,0,0,0,4,0,0,0,3,2,2,2,0,1,8,0,2,4,1,0,0,1,6,0,3,5,0,8,0,3,1,0,2,2,1,2,5,0,6,4,1,1,8,6,6,0,0,1,2,2,1,2,4,2,0,4,0,1,0,4,0,2,3,0,3,2,1,3,1,1,4,2,8,0,1,0,1,0,4,4,0,6,1,2,2,4,9,2,2,1,0,1,0,2
Loc234,2,4,2,0,2,0,0,0,3,6,1,1,2,2,0,1,1,1,3,2,1,3,1,1,1,0,8,1,1,2,0,0,2,2,0,6,0,0,0,0,4,0,0,0,2,3,1,0,3,4,0,0,2,3,2,4,1,0,1,0,0,3,2,1,0,0,0,5,1,0,1,10,0,7,11,0,1,1,4,3,3,1,8,1,0,0,1,2,1,8,2,0,0,0,1,2,1,0,3,0,5,2,1,4,0,1,4,3,3,3,0,0,0,0,0,1,0,0,2,1,0,0,3,5,7,1,0,2,4,2,3,1,1,3,0,4,1,1,5,0,0,3,0,1,9,0,10,2,0,0,3,2,1,0,2,1,0,1,1,0,1,5,1,1,0,4,0,2,0,2,2,1,0,0,0,5,3,1,0,0
Loc235,12,2,2,13,26,1,8,7,9,36,4,0,15,1,0,3,11,14,0,8,1,5,7,2,1,5,9,6,14,0,3,10,7,8,10,21,3,3,0,2,1,10,4,10,8,16,0,10,0,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,3,4,2,2,1,0,2,1,2,5,2,5,2,0,1,1,3,1,1,0,7,1,0,4,11,1,1,5,1,1
Loc236,0,8,5,1,7,3,2,2,4,0,30,0,2,1,3,4,5,3,0,0,1,1,21,1,3,0,2,13,1,1,5,6,5,11,7,0,1,0,6,16,1,7,15,2,5,2,0,11,4,8,3,1,2,0,4,0,4,0,0,4,0,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,2,2,0,1,2,2,1,0,7,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2,3,0,1,0,0,0,0,1,1,1,1,2,0,3,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,4,0,2,1,0,1,1,0,2,3,1,5,2,1,10,4,12,1,1,3,0,1,0,2,2,1,0,1,12,3,3,4,2,7,1,5,1,0
Loc237,1,1,1,9,5,6,10,11,6,18,5,8,9,5,3,1,4,1,13,4,8,4,21,1,11,1,5,1,1,39,0,30,14,2,0,8,6,0,16,6,7,10,7,7,25,4,14,1,3,5,1,0,0,1,0,0,0,1,6,2,3,2,0,0,0,0,0,3,1,0,0,2,2,1,0,1,0,1,0,2,0,1,0,0,0,3,0,0,1,3,4,0,4,0,0,0,1,0,1,3,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,2,2,1,0,1,0,0,0,0,2,0,1,0,1,1,1,2,6,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,8,3,12,3,3,0,3,0,2,6,2,0,1,4,0,1,1,2,2,7,2,1,2,6,1,0,0,1,2
Loc238,2,1,9,1,3,1,0,2,0,1,10,0,0,3,1,6,3,2,2,0,2,1,1,0,2,2,3,1,2,0,0,0,2,0,3,0,5,0,0,4,0,4,1,4,3,2,0,1,1,0,0,7,4,1,0,0,2,4,3,0,0,0,2,1,3,1,5,3,2,1,0,4,3,3,2,2,2,3,3,4,2,2,1,2,1,0,1,3,0,1,2,1,9,7,1,6,2,0,2,3,5,0,0,0,5,0,3,2,2,3,1,0,0,3,2,0,1,1,0,1,1,15,3,1,0,0,2,11,2,0,1,3,0,3,1,5,1,0,0,1,1,0,0,1,0,6,0,9,2,4,0,1,3,0,0,0,2,1,7,5,3,3,0,0,2,3,2,2,3,1,0,0,2,3,0,1,0,0,2,2
Loc239,5,7,1,1,1,1,27,25,0,15,1,0,5,22,2,19,3,4,5,2,0,5,0,2,3,0,3,2,0,1,5,1,1,20,8,0,2,2,3,19,8,3,3,0,10,6,15,4,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,1,0,1,2,1,0,0,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,0,2,0,0,1,0,0,7,0,1,1,1,0,0,1,2,1,1,3,5,0,2,2,1,0,2,1,1,0,9,7,2,0,1,1,1,1,1,0,2,1
Loc240,3,5,0,1,4,1,0,6,1,2,4,5,0,0,1,5,3,4,3,14,5,0,6,2,0,5,3,4,1,2,0,2,3,4,6,3,1,0,2,2,2,2,1,3,0,0,2,1,1,3,4,1,3,1,6,2,4,1,1,0,0,0,4,2,1,0,5,3,0,6,0,0,0,3,0,0,1,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,10,5,2,1,3,0,0,1,6,4,1,6,7,2,5,5,1,1,2,0,1,0,0,1,2,7,0,1,7,4,0,10,3,1,1,4,5,0,1,5,3,1,1,0,0,2,1,5,3,3,2,0,0,1,7,9,2,1,2,7,3,7,6,1,3,1,0,6,2,3,0,3,0,5,0,0,0,0,0,1
Loc241,4,2,3,8,3,5,1,8,0,10,2,14,4,5,3,3,0,0,4,2,3,16,9,10,2,1,2,10,8,20,10,6,10,6,13,0,1,3,14,3,3,0,4,0,10,5,0,3,6,0,1,1,0,1,2,0,0,0,2,0,2,1,0,0,0,1,0,2,1,0,1,3,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,3,0,0,0,1,0,0,2,0,0,3,1,2,0,1,0,0,3,0,1,0,1,1,0,2,0,3,2,1,0,0,1,2,0,1,8,1,0,1,0,1,0,0,0,0,0,1,1,5,0,0,0,3,0,1,1,1,2,0,0,1,0,0,0,2,0,1,1,3,1,2,1,2,0,2,2,8,1,1,3,2,2,1,2,2,2,4,4,0
Loc242,1,3,18,3,2,7,4,22,8,2,7,3,5,11,3,0,0,0,1,25,24,3,9,1,0,4,6,11,0,28,9,0,2,2,7,17,2,6,4,1,21,4,1,6,9,13,3,4,1,1,0,1,1,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,0,0,0,1,4,1,1,0,0,1,1,2,1,0,0,2,0,0,1,0,1,1,0,2,0,0,1,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3,0,0,0,0,0,2,5,3,0,0,0,0,1,2,1,0,0,1,0,0,1,1,2,1,2,0,0,3,0,3,4,1,2,2,4,1,0,0,1,3,2,1,4,2,4,1,0
Loc243,7,1,0,1,2,0,13,2,1,13,7,1,12,0,17,2,4,5,1,3,3,6,1,1,1,0,6,4,11,9,18,3,6,8,2,2,2,7,3,2,2,11,1,0,5,2,0,3,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,3,3,0,1,2,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,1,0,3,3,1,0,0,0,2,1,0,3,3,0,1,0,0,1,0,0,1,4,1,1,0,0,1,2,1,3,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,1,2,2,0,4,2,2,0,0,4,1,4,1,6,0,4,1,0,1,0,1,1,0,0,2,4,2,0,3,1,0,0,5
Loc244,5,5,1,0,17,0,2,9,0,0,1,16,1,4,0,2,9,3,2,1,5,6,0,2,10,5,3,23,1,6,3,2,15,1,12,8,2,2,4,2,2,11,1,9,4,3,8,5,2,4,1,1,2,4,1,1,0,0,0,0,0,0,1,0,0,1,2,5,0,1,0,0,0,1,1,2,0,0,5,0,0,4,1,2,0,2,0,0,0,1,0,0,2,0,0,6,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0,2,2,0,2,2,3,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,2,2,0,0,0,6,3,1,2,0,3,2,1,3,0,0,0,0,0,0,3,1,0,0,2,3,0,2,10,4,12,2,3,5,2,3,3,3
