cell_id,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,signal9,signal10,signal11,signal12,signal13,signal14,signal15,signal16,signal17,signal18,signal19,signal20,signal21,signal22,signal23,signal24,signal25,signal26,signal27,signal28,signal29,signal30,signal31,signal32,signal33,signal34,signal35,signal36,signal37,signal38,signal39,signal40,signal41,signal42,signal43,signal44,signal45,signal46,signal47,signal48,signal49,signal50,signal51,signal52,signal53,signal54,signal55,signal56,signal57,signal58,signal59,signal60,signal61,signal62,signal63,signal64,signal65,signal66,signal67,signal68,signal69,signal70,signal71,signal72,signal73,signal74,signal75,signal76,signal77,signal78,signal79,signal80,signal81,signal82,signal83,signal84,signal85,signal86,signal87,signal88,signal89,signal90,signal91,signal92,signal93,signal94,signal95,signal96,signal97,signal98,signal99,signal100,signal101,signal102,signal103,signal104,signal105,signal106,signal107,signal108,signal109,signal110,signal111,signal112,signal113,signal114,signal115,signal116,signal117,signal118,signal119,signal120,signal121,signal122,signal123,signal124,signal125,signal126,signal127,signal128,signal129,signal130,signal131,signal132,signal133,signal134,signal135,signal136,signal137,signal138,signal139,signal140,signal141,signal142,signal143,signal144,signal145,signal146,signal147,signal148,signal149,signal150,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10,noise11,noise12,noise13,noise14,noise15,noise16,noise17,noise18,noise19,noise20,noise21,noise22,noise23,noise24,noise25,noise26,noise27,noise28,noise29,noise30
Loc138,5,2,0,0,2,8,0,0,1,14,3,3,0,1,0,0,1,0,3,5,4,5,0,4,0,2,2,0,5,0,0,0,2,1,3,6,0,5,3,3,0,2,4,0,2,1,4,2,3,4,1,0,2,1,4,2,1,0,0,0,3,1,1,0,1,0,0,0,2,1,1,0,2,4,1,2,1,2,2,2,2,0,0,1,1,0,2,5,0,6,1,2,3,6,11,2,1,0,4,0,13,0,0,0,0,3,0,7,0,0,4,2,1,0,2,3,0,0,0,0,0,2,4,4,0,2,7,0,3,0,1,1,5,2,1,1,0,1,1,4,1,3,9,0,0,1,0,3,2,1,1,3,1,1,1,2,0,1,5,3,2,5,0,5,3,0,0,4,1,3,1,0,0,0,7,1,1,2,5,0
Loc139,0,10,4,4,0,25,3,0,0,1,1,13,1,6,10,3,12,1,0,1,3,2,0,21,23,1,18,11,6,0,3,13,3,2,3,0,8,7,13,16,10,16,2,2,1,3,1,1,8,4,3,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,2,0,1,0,0,0,2,5,1,2,1,1,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,0,0,1,1,1,5,0,0,4,1,8,3,0,1,5,3,10,1,2,2,0,0,2,3,4,2,3,2,2,7,9,0
Loc140,13,13,10,3,3,14,7,0,1,0,10,2,21,15,14,1,2,2,3,23,10,9,1,15,0,6,3,0,0,3,7,0,9,3,7,1,4,3,2,10,13,5,0,0,0,19,0,3,0,1,1,1,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,2,3,0,1,2,0,1,0,0,1,1,2,0,0,1,0,0,2,0,3,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,4,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,3,2,1,0,0,0,2,1,0,0,0,1,0,1,2,0,0,0,0,1,0,2,0,1,0,1,2,2,0,1,1,3,2,1,1,2,0,0,0,5,7,0,3,2,0,1,1,0,0,2,5,1,0,4,5,0,1
Loc141,3,1,3,3,3,9,0,9,0,10,11,1,1,4,0,0,3,7,5,14,7,10,24,0,0,5,4,22,7,15,13,0,5,3,1,2,0,6,4,5,3,16,5,8,1,7,1,4,52,5,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,3,1,0,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,5,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,3,4,1,2,1,2,3,0,0,10,12,2,7,0,0,5,0,1,0,3,0,2,0,5,0,2,3,2,0,2
Loc142,1,0,0,2,0,4,4,2,6,1,0,0,1,1,2,4,1,2,1,2,3,0,0,7,3,1,0,5,0,7,0,6,2,1,0,0,2,0,3,0,1,1,0,4,0,7,0,0,1,7,1,7,4,10,1,3,0,4,0,5,1,1,1,2,0,0,3,0,1,4,0,1,1,3,2,1,1,1,2,4,4,2,0,1,3,1,4,0,2,4,11,0,0,2,22,0,9,1,1,2,0,1,0,9,6,7,2,5,1,2,0,0,1,1,7,0,2,0,0,2,1,1,0,0,2,2,5,1,4,2,3,0,13,2,1,2,3,0,0,1,2,8,0,4,3,5,0,3,0,0,6,5,0,1,1,0,6,2,1,1,1,0,1,4,3,4,1,9,1,3,1,0,1,3,0,6,4,1,2,0
Loc143,0,19,12,6,7,2,2,1,7,10,4,1,3,0,0,17,0,14,4,0,9,1,5,0,14,3,0,0,4,6,27,4,2,6,1,3,0,3,0,13,7,1,10,2,0,31,0,5,5,0,2,1,0,0,0,1,0,0,3,0,1,1,2,0,0,0,1,1,5,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,5,1,2,1,0,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2,0,1,2,1,0,1,0,0,2,2,0,1,0,0,2,0,0,3,7,0,0,1,0,0,0,0,0,1,0,1,3,0,3,2,2,4,3,4,5,1,1,13,1,3,0,0,3,1,1,8,0,1,1,2,0,2,10,1,1,2,7
Loc144,5,5,10,3,3,8,3,8,13,8,1,4,13,0,18,3,0,2,2,9,9,7,7,10,4,5,34,3,22,4,2,11,11,20,3,3,5,2,3,0,0,0,8,9,8,6,14,4,12,5,1,0,1,0,0,0,3,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,6,1,0,3,0,0,2,0,2,0,0,3,0,0,0,0,1,0,4,1,0,0,0,0,2,0,0,1,1,0,1,2,0,2,4,5,1,0,1,1,2,0,0,0,1,2,3,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,4,0,1,0,3,0,1,0,0,1,2,1,2,1,0,4,0,6,2,2,1,3,1,2,1,0,2,1,1,4,10,2,0,0,3,2,3,1
Loc145,0,4,3,0,1,1,6,5,0,2,3,5,0,4,0,2,0,2,2,11,0,0,1,0,0,2,2,4,0,10,3,0,4,1,2,0,0,2,4,1,0,0,6,4,9,0,0,1,0,2,0,3,0,1,1,1,7,14,0,4,3,1,1,0,0,1,3,0,0,0,0,0,0,3,0,1,0,4,0,0,0,2,1,3,2,0,1,0,0,1,4,2,4,1,1,3,0,0,0,8,6,0,2,0,0,1,0,0,2,0,0,0,1,1,2,4,0,8,0,8,1,0,0,5,1,3,0,2,3,5,5,2,0,2,0,0,4,4,7,8,7,2,0,6,1,5,1,10,1,11,1,1,0,0,2,2,0,2,2,0,6,0,0,2,3,1,2,0,2,1,3,0,0,16,5,0,2,1,9,2
Loc146,1,0,5,9,3,0,4,3,10,3,2,20,3,0,7,4,17,7,7,3,1,10,2,1,2,4,0,7,2,3,9,6,3,6,14,5,3,6,1,20,8,0,6,5,8,11,15,13,6,9,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,5,0,0,0,0,1,0,4,0,2,0,0,1,0,3,1,2,1,0,1,2,0,1,1,3,0,5,1,3,1,0,1,0,1,0,0,5,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,1,0,0,2,2,0,0,0,0,0,1,1,2,1,1,0,0,1,1,1,0,3,2,3,1,3,0,0,2,0,4,0,2,5,0,1,0,2,1,1,2,1,2,1,1,0,0,0,0,2,1
Loc147,0,0,1,1,2,0,0,0,2,1,5,3,0,4,5,2,0,1,3,1,0,3,0,1,7,1,1,6,0,17,4,0,1,0,0,1,7,5,6,4,1,5,2,1,1,2,2,0,3,1,4,2,2,0,2,2,2,0,0,0,1,7,2,0,3,1,3,2,10,0,1,4,4,1,2,0,1,4,3,0,3,10,3,1,0,0,3,1,0,0,6,2,0,4,0,6,5,4,4,5,1,0,1,0,21,1,1,1,2,0,1,2,2,6,1,4,2,3,7,0,0,0,1,2,0,0,0,3,1,7,0,6,2,1,2,5,1,3,1,1,10,9,0,2,5,0,2,0,10,1,0,5,2,3,0,3,0,0,1,7,3,8,1,1,6,0,13,0,0,2,0,2,5,0,0,1,1,0,0,0
Loc148,16,2,7,6,3,0,1,28,9,8,4,0,12,8,3,3,16,11,8,6,1,22,10,0,1,5,0,4,9,13,2,6,2,5,3,20,11,11,1,3,3,8,1,8,2,1,0,12,0,10,10,1,2,0,0,0,1,0,1,0,1,0,2,3,1,1,1,0,0,0,1,0,0,2,0,1,2,0,0,1,0,5,1,5,0,0,3,1,4,1,0,0,1,0,2,1,0,0,3,1,0,0,2,0,1,0,0,1,0,1,2,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,4,1,0,0,1,0,0,0,0,0,3,2,1,4,10,1,0,1,0,0,6,1,0,7,0,2,2
Loc149,3,16,12,1,13,16,4,12,17,7,0,10,9,35,1,11,1,2,1,6,3,1,3,6,10,3,8,3,0,5,6,12,5,18,16,0,6,1,1,0,7,3,3,1,8,0,3,4,4,3,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,2,1,0,2,1,2,4,1,0,2,0,1,0,1,0,0,0,0,2,0,6,1,1,3,0,0,2,3,0,0,3,0,0,0,0,0,0,0,1,0,2,3,0,2,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,4,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,5,0,6,0,1,3,8,1,1,1,1,4,0,1,0,0,1,0,2,3,3,3,0,14,1,1,1,5,0
Loc150,14,0,0,11,0,2,3,9,2,13,0,3,3,5,2,8,0,10,6,2,6,1,17,1,0,3,8,8,1,7,9,8,6,10,5,6,22,0,0,2,6,14,9,4,9,3,0,2,3,14,0,0,1,1,0,5,2,0,3,1,0,0,3,1,0,1,3,6,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,4,1,1,1,0,0,1,0,0,0,1,0,0,3,1,0,0,1,0,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,1,0,3,1,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,5,1,2,1,1,0,4,3,0,4,3,4,2,0,1,1,0,9,2,4,0,5,0,0,1,3,0,1,2,0
Loc151,4,7,3,4,1,0,6,4,1,0,9,2,23,11,0,8,6,2,0,2,22,2,2,3,0,8,10,5,5,0,10,4,7,2,3,9,0,10,0,9,5,6,4,6,7,3,8,9,2,1,0,6,1,1,1,0,0,3,1,0,0,0,0,2,0,1,0,2,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,4,1,4,9,0,2,7,0,3,3,3,1,10,4,10,1,0,0,4,8,3,3,1,0,2,11,1,0,0,2,0,2
Loc152,1,9,10,7,1,1,4,6,0,30,2,0,3,2,7,0,9,10,1,12,0,1,3,6,1,7,0,0,12,2,0,5,1,1,1,4,2,5,1,0,3,4,0,2,4,5,6,2,8,1,0,0,1,0,1,1,1,0,2,1,4,0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,5,0,3,0,0,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,1,5,2,0,2,0,0,0,0,1,1,4,1,10,0,1,1,0,0,1,8,2,0,0,1,0,7,2,7
Loc153,6,11,10,1,0,5,8,8,9,6,8,0,13,1,8,3,2,4,5,6,5,4,0,2,7,0,1,4,10,5,1,1,11,1,3,3,1,2,2,4,11,6,16,4,10,0,3,1,3,13,2,0,0,0,1,1,0,0,4,5,3,1,0,1,0,0,0,3,1,0,0,0,0,4,2,0,0,5,1,0,1,1,0,0,1,1,1,3,1,3,4,1,0,1,0,2,0,1,1,1,1,1,0,3,2,0,0,1,0,0,1,0,0,1,0,1,3,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,7,2,1,5,2,0,8,1,7,10,2,2,0,9,4,7,0,3,0,1,0,6,0,0,0,0,0,6,0,4,1
Loc154,2,6,3,0,7,13,3,1,12,5,14,1,0,4,7,2,4,8,2,6,14,1,1,1,3,16,6,8,3,8,3,4,2,11,3,14,10,9,3,5,1,14,3,0,7,0,4,3,6,10,2,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,2,1,2,0,0,0,2,0,1,0,0,4,0,0,0,0,1,0,1,1,0,1,2,1,2,0,1,0,1,0,0,1,2,5,1,2,0,0,2,0,0,0,0,0,4,0,1,2,0,3,0,0,0,0,3,0,2,0,0,0,0,2,0,3,0,2,0,5,6,1,0,2,1,2,5,11,4,0,0,2,1,3,1,0,3,3,0,3,2,2,0,2,1,4,2,1,1
Loc155,1,3,3,4,3,1,3,21,1,9,8,1,1,1,3,1,24,14,5,3,11,6,19,0,11,0,6,7,4,10,2,13,2,7,7,8,0,3,5,10,5,3,1,1,8,10,0,0,1,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,4,0,8,0,0,0,1,0,2,0,0,1,2,2,1,1,0,2,1,0,1,0,1,0,1,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,1,0,1,0,3,0,1,2,2,5,3,0,0,0,1,2,2,1,4,1,0,3,2,0,8,0,0,2,6,1,5,3,1,0,2
Loc156,2,11,12,3,8,2,6,0,1,13,0,8,2,29,4,7,1,7,3,1,15,3,3,2,0,9,2,0,14,9,0,16,4,0,4,0,2,11,21,5,18,3,4,21,2,18,1,1,0,6,0,3,0,0,1,1,1,0,1,0,2,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,1,2,0,0,0,1,0,1,2,1,0,1,0,0,0,2,3,0,2,2,0,0,1,0,2,1,4,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0,0,3,0,5,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,4,1,0,3,1,2,1,1,12,2,3,3,1,7,3,0,4,0,5,2,7,3
Loc157,8,7,3,3,10,11,12,7,2,3,12,10,11,10,5,1,31,6,4,0,2,1,6,7,2,11,2,3,3,4,3,3,0,6,2,3,0,8,3,14,0,7,0,4,0,14,0,8,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,4,0,0,1,0,0,0,0,3,0,0,2,0,0,0,2,0,1,1,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,0,12,0,5,1,0,0,0,5,4,0,2,3,0,2,7,4,0,1,0,0,0,6,4,1,2,7,0,0
Loc158,1,0,4,14,6,3,4,11,1,10,4,1,2,1,39,17,4,2,5,2,12,9,3,12,0,2,1,2,16,10,4,12,6,1,0,1,0,12,0,14,29,3,12,2,4,1,5,4,0,9,0,0,1,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,2,1,2,0,1,3,2,1,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,2,4,0,0,0,4,0,5,1,3,2,1,6,0,0,2,1,10,3,1,6,2,2,5,3,4,2,2,0,0,4,4,1,3,1,1
Loc159,0,6,0,3,2,1,0,2,1,0,0,0,4,4,1,2,7,0,0,8,4,12,0,0,0,0,3,3,4,0,5,6,2,6,3,3,0,1,0,9,0,4,7,1,0,0,2,2,0,0,6,0,7,0,0,0,2,2,1,4,8,11,1,1,1,6,0,0,3,0,2,1,0,0,1,5,1,0,1,1,0,1,3,0,1,0,0,0,2,1,1,1,3,3,0,2,0,3,3,7,1,0,6,8,4,0,1,1,2,5,0,0,0,0,0,1,2,0,1,0,2,1,0,0,0,1,2,0,0,5,5,1,0,1,0,0,2,6,3,2,0,6,3,2,3,5,5,0,1,0,1,3,1,0,4,2,5,1,0,0,3,0,0,0,0,2,5,1,0,1,0,0,2,2,2,5,1,6,2,2
Loc160,3,3,11,2,6,0,0,3,9,5,15,4,6,1,18,17,1,10,1,13,10,2,12,5,7,2,0,0,2,8,14,5,11,0,20,36,1,1,5,10,3,7,2,5,1,18,7,1,1,8,2,0,0,0,0,2,0,0,1,0,1,2,0,0,0,1,3,0,0,1,0,0,0,1,1,0,2,1,2,0,5,1,2,3,0,0,0,2,3,0,0,0,0,0,0,1,0,2,0,2,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,4,2,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,1,0,1,2,0,1,0,0,0,3,0,2,0,0,1,5,4,0,0,6,1,5,0,0,1,0,2,10,5,0,3,5,1,3,0,1,3,0,0,1,1,1,0
Loc161,2,0,0,2,0,7,0,0,4,1,0,3,1,6,2,1,0,7,7,2,3,2,1,0,2,4,5,1,0,0,5,1,0,4,1,5,0,1,11,4,0,4,2,2,1,0,1,2,0,0,1,0,1,3,3,2,0,1,0,1,3,1,2,2,6,2,4,1,3,0,1,3,1,1,2,1,1,0,0,2,0,1,0,5,1,2,2,0,0,10,1,4,0,1,0,1,2,0,2,0,0,3,0,0,2,3,1,11,9,4,0,0,0,1,3,0,1,1,0,3,1,3,0,1,4,3,0,3,6,1,0,2,5,0,1,2,0,2,2,1,4,0,2,3,1,1,0,2,3,1,9,0,5,0,1,1,1,2,0,0,1,11,0,1,1,2,3,9,1,1,0,2,4,1,0,0,0,2,2,4
Loc162,3,1,5,0,9,1,1,2,0,1,1,4,0,5,3,0,0,2,6,2,0,1,0,0,0,3,3,1,1,4,0,1,1,2,2,2,3,3,0,0,2,4,1,1,2,0,0,2,1,3,4,1,1,1,0,0,0,0,1,1,0,3,0,0,5,0,8,5,2,0,0,0,0,0,5,1,0,1,4,4,0,2,7,0,0,1,0,0,1,2,0,0,4,3,0,2,5,1,7,2,2,2,1,3,4,4,3,1,2,4,2,3,1,0,0,0,0,1,1,2,0,1,0,0,0,2,1,0,4,1,6,3,1,2,1,8,1,1,3,0,2,6,10,6,4,0,0,0,0,0,0,4,0,6,0,0,5,7,0,1,12,2,0,1,0,4,0,0,1,1,1,0,0,0,5,3,0,2,0,0
Loc163,13,2,3,6,2,2,4,10,1,10,5,3,4,13,0,9,5,0,0,1,0,0,36,0,6,0,1,1,1,3,2,0,3,3,3,5,2,3,3,2,0,3,0,7,4,1,0,2,6,4,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,1,0,0,0,1,0,3,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,0,2,3,1,0,1,1,0,0,1,1,0,4,1,1,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,2,0,12,4,1,1,2,2,3,0,2,4,2,2,0,1,4,0,0,0,9
Loc164,4,2,1,25,11,3,19,19,0,6,11,4,2,0,1,3,6,1,2,5,8,0,9,11,18,6,32,2,9,7,9,10,10,2,4,5,28,1,1,19,3,7,5,10,14,0,2,0,16,6,0,0,0,1,2,1,1,0,0,1,0,1,4,1,0,0,0,0,0,1,2,0,2,0,0,1,3,0,0,0,0,1,0,2,1,0,0,1,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,2,0,0,0,0,0,2,0,4,2,4,8,0,1,3,0,0,1,0,3,5,0,0,3,5,14,0,1,0,2,3,3,0,1,1,4
Loc165,2,5,2,12,3,0,0,7,0,9,6,1,6,1,3,10,8,4,0,9,1,2,9,0,5,1,1,2,0,18,2,8,5,3,10,3,5,5,26,5,4,0,2,4,0,4,3,12,10,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,4,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,0,0,4,0,0,0,0,2,1,0,0,1,5,1,0,2,0,2,0,1,0,4,0,3,0,0,1,2,0,1,0,0,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,2,1,0,0,4,5,0,1,1,0,1,2,0,0,2,1,1,2,1,3,1,3,3,3,2,5,0,4,6,1,4,1,2,0,0,0,0,0,0,6,3,0,4,1,1,3,1,0
Loc166,1,1,2,2,1,0,0,0,0,1,1,3,10,1,2,0,1,0,0,5,2,2,0,6,1,0,0,6,4,3,0,2,9,1,7,2,0,4,0,1,2,2,0,1,3,5,4,3,0,0,3,1,0,1,4,1,0,2,1,0,1,0,4,2,4,3,3,0,1,1,0,2,2,1,0,4,3,3,1,2,0,5,0,8,0,3,4,6,1,0,1,3,0,0,1,3,0,9,2,2,5,3,2,3,5,2,2,0,2,1,4,3,2,0,2,2,6,0,2,0,0,0,0,1,2,0,1,2,0,1,6,3,0,1,4,5,3,0,2,1,3,6,2,3,0,1,1,5,4,1,7,0,4,0,4,2,3,1,0,1,0,0,1,2,0,0,2,0,0,0,1,4,6,1,0,0,3,1,2,1
Loc167,3,1,9,2,1,1,10,23,1,10,9,1,2,1,4,0,2,7,19,3,5,6,1,9,2,0,4,8,9,0,6,0,0,10,1,16,1,15,1,1,3,11,0,3,21,0,1,4,7,8,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,1,0,0,1,0,8,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,2,0,0,0,0,1,1,0,2,1,0,1,0,0,3,1,3,0,0,0,2,0,1,3,1,0,0,1,4,1,2,1,1,1,0,0,0,0,0,1,0,0,3,1,3,2,1,0,2,0,3,3,4,0,7,2,5,3,7,2,1,0,0,0,0,3,0,1,3,1,1,0
Loc168,2,6,9,0,3,4,5,3,1,1,4,1,8,0,5,0,4,2,2,1,1,1,0,1,0,2,0,0,1,0,4,3,0,0,1,0,0,1,1,0,3,4,0,1,1,1,6,4,6,0,0,1,8,2,1,0,1,6,1,3,5,1,4,1,0,0,2,0,1,1,0,4,0,1,0,0,0,4,1,10,2,2,1,1,5,0,0,2,8,0,0,0,1,2,5,1,4,2,0,0,0,5,2,8,5,0,4,0,1,0,1,0,0,2,5,0,1,5,10,0,2,3,0,2,3,4,0,0,1,0,2,0,0,6,0,1,0,2,1,2,2,3,0,3,1,1,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,6,0,5,0,1,2,0,2,1,1,1,2,6,6,5,4,1
Loc169,0,2,6,7,3,0,0,2,5,0,4,6,3,1,11,1,0,1,0,0,0,5,0,1,1,0,2,0,0,1,1,4,0,6,0,2,2,1,3,1,2,0,4,1,1,3,0,1,0,1,0,4,4,2,1,3,1,1,0,0,4,3,4,4,4,1,6,0,0,9,2,4,3,1,4,0,1,1,2,3,4,2,1,1,0,0,2,2,2,1,0,2,2,4,0,10,1,1,2,1,1,1,0,0,1,2,2,4,1,9,1,1,2,1,0,1,0,1,1,1,0,0,1,4,4,4,0,0,0,3,1,8,3,0,2,8,2,1,3,4,8,1,1,2,0,0,1,2,0,1,0,0,2,2,1,3,4,1,2,0,2,0,10,0,1,1,5,0,1,1,0,0,1,3,1,3,2,4,0,0
Loc170,3,3,8,0,10,0,4,2,0,0,0,2,2,2,1,0,3,0,0,0,7,1,0,1,2,0,0,2,4,2,0,5,7,0,1,1,2,2,4,2,0,1,0,3,2,4,2,1,2,0,0,2,2,6,7,0,1,2,3,3,0,0,2,2,4,5,0,8,3,1,2,2,2,0,5,1,0,0,2,0,0,0,1,3,0,1,0,2,1,0,0,0,1,4,5,10,1,0,12,1,0,0,2,2,2,2,1,1,2,2,10,1,2,2,1,1,2,1,4,5,0,0,3,5,0,0,1,1,0,3,0,9,5,1,0,0,3,0,1,0,13,1,1,3,6,2,1,0,0,1,2,0,4,0,0,2,3,0,4,0,5,1,0,4,0,2,1,5,1,0,0,14,1,0,5,2,3,1,1,0
Loc171,25,0,9,17,19,8,5,3,1,19,13,1,6,1,3,3,5,0,7,13,11,1,3,2,4,11,5,4,13,0,7,10,8,3,4,5,11,0,4,18,10,20,0,2,15,2,4,6,5,1,0,0,0,0,0,2,0,1,0,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,1,2,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,1,0,2,0,3,0,1,0,0,2,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1,3,1,0,1,1,0,0,2,3,0,0,0,3,1,4,0,3,0,1,6,0,1,0,3,3,2,3,4,1,0,4,1,0,5,0,4,0,3
Loc172,1,5,44,1,4,16,0,11,7,18,2,2,3,1,7,3,10,1,3,1,2,4,7,13,2,11,0,8,2,4,0,1,1,1,2,12,2,3,8,5,2,21,6,7,1,4,5,6,2,4,1,0,0,1,0,0,0,0,0,0,2,4,7,3,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,1,3,0,2,0,0,0,1,6,0,1,2,0,0,17,1,0,5,0,0,1,0,1,5,3,2,1,2,6,2,0,6,3,2,0,2,3,2,2,1,6,2,2
Loc173,0,1,0,2,0,0,6,1,1,1,4,1,2,0,2,1,8,2,1,0,1,1,3,0,0,0,6,5,0,0,0,2,0,0,0,0,0,1,2,0,2,3,4,0,2,1,3,3,3,1,2,3,0,0,5,1,2,1,0,3,6,0,2,3,1,4,0,2,3,4,3,0,3,2,5,1,2,0,5,4,0,4,0,1,8,0,0,4,1,2,1,0,2,0,1,0,4,1,5,2,1,0,1,6,1,0,0,2,0,3,9,1,7,0,0,0,4,1,0,4,5,0,2,1,1,2,3,1,0,4,3,0,0,7,1,0,0,2,0,0,0,0,3,1,0,1,1,0,2,0,0,2,4,4,4,3,1,0,3,4,2,4,1,0,0,1,6,1,8,0,3,1,0,2,0,0,0,3,4,2
