"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal69",0,0,0,2,1,12,5,1,2,0,2,1,1,0,3,0,4,1,1,0,0,1,1,0,1,3,0,1,0,0,0,2,1,2,0,0,3,1,7,0,0,0,7,0,0,5,1,1,1,1,2,0,2,0,1,1,4,0,1,3,0,2,4,1,2,0,0,0,4,1,2,1,5,2,0,6,1,2,0,0,0,1,0,0,2,3,1,0,3,0,3,3,1
"signal70",5,0,4,3,1,4,3,1,0,6,0,6,0,1,2,0,0,6,3,1,0,5,0,1,0,0,0,0,0,0,0,4,3,1,0,1,1,1,2,4,0,1,2,0,0,3,0,1,1,0,3,1,2,0,2,0,6,2,0,0,0,3,3,2,2,0,2,0,4,0,4,0,5,1,1,0,1,0,3,1,0,4,0,5,1,0,0,0,1,0,5,0,0
"signal71",2,3,2,1,1,5,0,0,0,8,2,0,0,0,0,0,2,4,3,0,1,5,2,0,3,1,0,0,1,0,0,3,7,6,0,2,1,4,0,0,1,0,7,0,0,5,2,2,1,1,1,0,1,1,0,4,0,0,1,0,0,2,6,1,5,0,5,0,0,0,0,0,1,0,0,0,2,0,1,2,0,2,2,3,2,1,1,1,0,0,3,0,1
"signal72",1,1,3,6,0,2,2,0,0,0,3,1,2,0,0,2,6,0,0,3,0,1,0,1,0,1,0,0,0,2,0,3,2,1,0,1,0,2,0,2,0,1,2,0,2,1,9,0,3,0,3,3,4,0,0,0,3,1,0,1,0,1,1,1,5,0,3,3,0,0,5,0,4,1,0,3,0,1,0,1,0,2,0,1,4,1,0,3,0,0,5,2,0
"signal73",1,1,4,6,1,2,3,0,1,6,2,1,0,1,1,0,0,2,9,0,0,4,1,2,1,1,0,0,1,1,2,2,4,0,0,1,1,0,3,0,3,0,0,1,2,0,0,1,4,0,0,0,0,1,0,0,3,4,1,0,0,3,9,1,0,0,4,2,0,0,1,0,0,2,0,2,2,0,2,0,0,2,0,1,1,3,0,0,2,3,3,0,2
"signal74",4,0,0,1,2,2,9,0,1,1,3,2,0,0,0,1,2,2,1,0,1,2,0,2,0,1,0,1,0,0,1,6,1,0,1,1,1,3,2,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,5,0,3,2,0,1,2,0,0,2,0,3,0,0,0,0,0,1,3,0,2,0,1,0,1,2,1,1,1,4,0,0,0,0,3,0,4,1
"signal75",0,1,0,2,1,0,3,0,0,1,4,0,0,3,0,0,4,0,5,1,2,3,0,2,0,6,0,2,1,0,1,6,1,0,0,1,1,1,2,1,0,1,0,0,5,3,1,2,6,1,1,0,3,0,0,3,3,1,0,0,0,0,1,0,1,0,2,1,3,0,2,0,4,0,0,4,5,4,1,0,0,5,0,1,1,1,1,1,0,1,0,6,3
"signal76",7,0,1,0,3,0,4,0,0,1,1,1,0,2,1,2,0,0,4,2,2,1,0,1,0,4,3,0,0,0,0,1,5,2,1,2,0,2,3,3,0,2,5,2,1,2,3,0,0,0,1,0,1,1,1,3,2,2,0,0,0,3,4,0,1,0,0,0,3,1,0,1,8,0,0,3,6,2,1,2,0,1,0,0,0,0,1,0,0,5,5,1,1
"signal77",4,0,1,5,0,2,2,0,1,2,3,3,1,1,0,1,0,0,2,1,0,1,0,3,0,9,0,0,0,2,0,0,1,0,1,0,0,3,3,5,0,1,0,0,0,2,0,0,2,0,2,2,3,1,0,0,3,3,0,0,0,5,2,0,2,2,1,1,1,0,9,0,1,8,1,2,0,0,0,0,0,1,0,1,2,2,2,4,1,1,0,1,0
"signal78",1,1,0,0,3,6,2,0,2,2,1,1,2,7,1,1,0,3,2,0,1,1,0,0,4,0,0,0,0,2,1,0,4,7,0,1,8,5,3,1,0,0,1,0,0,1,1,2,3,0,0,1,0,0,4,2,1,4,1,1,1,4,6,0,3,0,0,1,2,0,4,2,1,1,0,2,3,3,3,1,1,1,2,3,9,6,2,0,0,1,1,1,1
"signal79",0,0,2,2,0,1,0,0,0,1,0,0,0,3,5,0,4,2,1,0,0,0,2,0,2,4,0,1,2,0,1,8,1,0,0,2,1,1,0,3,0,1,0,0,1,4,1,0,4,2,10,0,3,4,1,0,1,1,0,2,0,0,3,1,5,1,0,2,1,0,0,1,2,3,0,1,1,1,4,2,0,1,1,1,2,1,1,0,0,0,1,0,1
"signal80",0,1,1,2,0,1,7,0,2,4,5,2,2,0,5,2,1,1,1,2,0,2,0,0,0,1,1,0,0,0,1,1,1,1,1,2,5,3,1,6,0,0,2,0,2,2,1,3,7,1,0,0,6,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4,4,2,2,1,0,0,0,7,5,0,2,0,2,5,1,5,5,2,2,1,1,1,5,1,1
"signal81",1,1,2,1,5,0,2,0,0,0,4,1,1,4,1,0,0,0,0,2,0,1,3,1,0,2,0,3,0,0,1,2,1,1,0,0,3,1,2,6,1,1,0,1,0,1,3,1,0,0,4,1,6,0,1,4,0,2,0,1,0,1,9,0,0,0,2,1,1,1,1,2,0,2,0,0,2,2,5,0,1,1,0,5,3,0,1,0,0,3,7,6,1
"signal82",2,0,1,3,5,1,1,0,0,0,2,3,0,0,7,0,3,2,0,0,0,2,0,0,1,2,0,2,0,0,0,7,0,7,3,0,4,1,1,2,0,2,3,0,0,3,3,1,1,0,6,0,2,1,0,0,4,0,0,0,0,1,0,1,3,3,0,0,0,3,0,0,1,0,0,1,2,1,3,2,0,2,1,2,4,5,0,0,0,0,1,0,4
"signal83",4,0,2,1,1,2,1,0,0,3,1,0,1,1,0,0,0,3,2,3,1,4,0,0,0,0,1,1,0,0,0,3,4,2,1,0,3,2,4,7,0,0,3,0,3,3,0,2,0,0,1,0,1,2,1,0,1,1,1,0,0,0,2,1,2,1,1,0,2,2,1,0,0,0,0,6,2,0,2,2,0,0,2,4,3,1,0,0,0,0,4,4,5
"signal84",1,1,1,0,0,1,0,1,1,1,2,3,1,4,2,0,0,2,8,2,1,8,1,4,0,1,0,0,2,1,0,1,0,1,1,3,0,1,3,3,0,0,1,1,0,5,0,0,3,1,12,1,0,1,1,1,8,1,2,0,3,0,4,0,4,0,2,0,1,0,2,1,2,1,0,1,5,0,5,0,1,4,0,0,0,6,0,0,1,2,0,1,3
"signal85",6,0,2,5,2,3,2,1,1,4,4,3,0,0,5,1,5,2,0,1,1,5,0,1,1,0,0,0,0,0,0,0,3,3,0,0,4,2,2,5,0,1,3,1,1,5,1,2,4,0,4,1,1,0,2,1,1,0,1,1,0,1,1,2,4,0,3,1,0,0,6,0,1,0,1,2,3,0,5,0,1,0,3,3,4,2,0,1,0,2,2,2,2
"signal86",0,0,2,3,2,2,1,2,0,2,2,1,0,2,0,1,1,4,1,7,0,0,0,3,1,1,0,1,1,2,0,3,1,0,1,6,3,8,1,3,0,0,0,0,3,1,1,0,1,0,6,1,4,2,0,2,4,2,1,0,0,1,5,0,2,0,2,2,0,2,1,0,2,2,1,0,0,2,2,0,0,0,1,2,0,0,0,0,2,2,1,3,0
"signal87",0,0,2,0,0,1,2,0,0,4,1,1,0,0,1,4,3,1,2,0,0,0,0,0,1,2,1,0,1,0,0,1,4,4,0,1,3,2,9,0,1,0,8,1,1,5,1,0,1,0,3,1,2,0,3,1,0,1,0,1,1,7,4,1,0,0,0,0,1,1,2,0,3,2,0,0,3,0,0,0,0,6,1,1,2,3,0,0,2,3,1,4,0
"signal88",0,0,1,1,0,1,0,0,2,0,2,4,1,5,1,0,0,5,1,4,1,3,0,2,1,1,1,0,1,1,2,4,0,1,0,4,1,3,1,0,0,0,0,1,0,3,1,1,1,0,2,0,0,1,1,5,0,5,1,1,4,0,2,0,1,0,3,0,0,0,4,0,0,1,0,0,0,1,0,1,2,0,0,3,4,0,1,2,0,5,0,2,2
"signal89",0,2,0,3,4,1,1,1,1,0,0,2,1,0,3,1,6,1,4,3,1,7,0,0,0,4,2,0,0,0,1,3,3,1,0,1,4,4,2,1,1,0,2,1,0,1,1,0,3,0,1,0,2,0,1,4,1,2,1,0,0,1,7,0,0,2,0,0,0,1,2,1,1,1,1,5,3,1,2,0,0,0,0,1,0,1,0,0,0,3,1,4,1
"signal90",1,0,0,0,4,1,2,1,0,3,1,3,2,1,2,0,1,1,1,3,0,0,0,2,1,3,1,0,0,0,0,2,0,0,0,1,1,2,0,1,1,0,1,2,2,3,0,0,0,0,4,1,3,0,0,3,5,0,1,2,2,2,3,0,3,4,2,3,2,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,1,1,2,3,0,0
"signal91",1,0,3,0,0,2,6,0,0,6,3,0,0,0,2,0,2,0,2,0,2,1,0,3,1,2,1,0,0,3,0,6,1,1,0,2,2,4,2,2,0,0,0,0,1,1,0,1,2,0,0,0,2,0,2,0,0,1,0,1,2,3,3,0,4,0,11,0,3,2,2,0,0,0,0,1,1,1,0,1,0,0,1,2,2,4,0,1,1,6,0,5,0
"signal92",0,2,0,6,2,0,1,1,1,1,3,4,0,1,3,0,3,1,1,0,0,2,0,0,2,0,1,0,0,0,0,2,4,3,0,1,4,0,3,1,0,1,4,0,0,1,3,0,0,0,3,0,0,0,1,2,0,6,3,0,0,6,0,2,0,1,0,0,0,1,4,0,0,4,0,1,2,3,1,4,1,2,3,0,3,1,0,1,2,2,4,3,2
"signal93",2,1,0,0,0,0,0,0,2,1,2,2,0,1,2,0,4,0,3,0,1,0,2,1,1,2,2,1,1,0,0,7,1,2,2,0,1,4,2,3,0,1,0,2,0,0,1,0,5,0,3,0,3,1,3,6,1,0,0,2,0,2,5,0,0,0,0,0,0,0,2,1,0,4,0,8,0,0,5,0,2,1,2,5,1,1,0,1,1,2,3,1,6
"signal94",1,0,4,4,3,2,6,0,0,1,0,9,1,0,2,1,1,4,1,0,0,1,0,0,0,6,1,1,0,0,0,2,4,0,1,4,1,1,0,2,0,0,1,0,0,0,1,0,1,1,1,0,2,0,0,2,1,3,0,1,1,1,0,0,0,0,4,0,2,0,0,1,0,2,0,4,2,2,3,0,1,1,2,3,4,2,1,0,0,2,2,3,1
"signal95",2,1,1,1,0,8,1,3,1,6,0,0,0,1,0,1,2,2,0,6,2,1,0,1,1,0,0,0,0,1,0,3,0,3,1,1,8,0,1,0,1,1,0,0,0,0,4,2,1,0,0,1,4,1,1,1,0,2,0,2,0,2,3,0,3,1,2,2,2,1,2,1,1,2,2,2,1,0,0,2,2,2,0,2,0,3,0,0,0,1,2,0,0
"signal96",3,0,0,6,1,1,1,1,0,7,1,6,1,3,1,0,1,1,1,1,1,2,5,0,2,0,0,0,0,0,0,0,3,2,0,4,2,2,1,0,3,0,5,0,2,1,1,0,1,1,0,0,2,0,0,0,3,1,0,0,2,0,3,2,5,0,3,2,1,0,1,3,0,0,0,8,1,0,1,0,1,0,2,0,1,5,0,0,0,2,5,1,1
"signal97",1,5,2,0,3,2,1,1,0,1,4,0,0,3,0,0,0,3,3,7,0,1,1,1,1,1,3,0,0,1,1,5,2,9,0,2,2,7,0,2,0,1,0,1,0,3,1,0,1,1,2,5,1,0,0,2,6,1,0,0,0,0,1,1,2,0,5,1,0,1,1,1,3,3,0,3,0,1,0,2,1,2,1,3,0,1,0,1,0,2,3,3,7
"signal98",1,0,3,5,2,1,0,1,0,3,9,4,1,0,2,1,4,1,2,0,0,1,2,0,2,0,0,3,3,1,0,2,3,2,1,1,2,3,0,2,2,1,4,0,0,0,2,2,0,0,4,2,1,1,0,2,2,3,1,0,0,4,1,0,3,1,3,2,0,1,0,0,5,0,1,10,0,0,2,0,0,2,0,0,4,0,0,0,2,0,1,3,1
"signal99",0,2,1,2,5,0,7,1,0,1,2,3,0,2,1,0,2,0,4,7,2,2,1,0,0,0,2,0,2,1,1,5,2,1,3,3,2,2,2,5,0,0,1,1,1,1,0,2,1,0,0,0,4,1,0,2,0,0,0,2,0,4,1,0,0,1,2,1,0,3,2,0,7,4,3,2,2,0,2,1,0,0,1,1,0,1,0,0,2,0,1,0,2
"signal100",1,1,5,2,4,0,1,0,0,2,0,0,0,1,1,2,2,0,2,0,4,1,0,0,0,0,1,0,0,0,0,2,0,1,0,6,1,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,2,2,1,4,0,6,1,0,1,2,0,2,0,1,1,0,4,0,4,0,0,4,0,6,0,0,0,1,0,1,1,1,0,5,1,0,0,2,2,0,2
"signal101",1,0,3,1,4,5,1,0,0,0,4,4,0,1,3,0,5,2,5,2,0,3,0,0,1,2,1,0,0,0,0,2,3,0,0,5,2,3,0,0,1,1,0,2,0,2,3,0,0,0,3,0,0,2,1,0,0,3,1,4,0,2,0,0,9,1,6,0,0,1,2,0,2,7,1,2,0,1,0,2,0,2,0,0,2,0,1,0,1,0,3,1,2
"signal102",0,0,2,1,6,2,2,1,0,2,3,2,0,1,0,1,2,2,2,0,1,0,3,0,0,8,1,3,0,2,2,7,1,1,1,1,2,1,0,6,0,0,5,1,0,3,4,0,6,0,1,1,1,1,0,2,2,2,1,1,1,4,3,0,3,1,4,0,3,0,1,0,1,5,1,1,3,2,2,0,1,0,2,1,1,7,0,0,0,2,6,8,2
"signal103",3,0,1,4,4,3,3,0,1,3,4,0,2,3,2,0,1,8,0,2,0,1,2,0,0,0,3,0,1,0,0,3,3,2,1,2,1,0,0,2,1,0,3,3,1,1,2,3,2,2,2,2,0,1,1,4,1,0,2,0,0,0,0,1,2,1,0,0,3,1,3,2,0,3,1,0,1,0,5,1,0,0,1,6,0,0,0,0,1,0,3,1,5
"signal104",3,0,0,1,1,3,0,0,0,0,0,0,1,1,3,0,1,2,3,0,2,0,1,0,1,8,1,0,0,0,1,2,7,2,2,4,1,0,0,1,1,0,6,2,1,1,3,1,0,1,3,2,0,0,0,4,3,0,1,0,1,1,4,0,1,0,0,0,0,0,2,1,1,3,1,1,4,0,5,0,0,1,4,3,3,3,0,0,0,1,5,9,1
"signal105",2,2,1,3,1,1,0,4,0,2,5,4,1,3,5,2,3,1,1,1,1,4,0,0,2,5,0,2,1,1,0,1,2,2,1,0,2,1,3,2,2,0,2,2,0,4,1,1,3,0,6,0,1,0,1,2,1,4,4,2,1,2,5,0,0,0,1,2,0,0,0,3,1,1,2,2,3,0,1,0,0,4,1,0,3,6,0,0,0,0,1,0,4
"signal106",4,5,1,0,4,0,4,2,2,1,2,7,0,2,0,0,0,6,0,8,1,2,1,2,1,1,2,0,3,0,3,5,4,3,1,2,1,1,1,5,0,0,3,0,0,0,1,2,1,1,0,0,0,0,1,1,2,2,0,1,2,1,0,0,5,1,2,1,7,0,1,0,5,3,0,0,1,1,2,2,1,1,3,6,4,3,0,1,0,6,2,1,0
"signal107",1,0,2,0,2,1,2,0,0,0,3,1,1,0,0,0,0,0,3,1,0,0,1,3,2,3,0,0,1,1,2,2,1,1,0,1,0,1,0,5,0,0,2,1,1,0,3,0,2,1,2,3,4,0,3,2,2,3,1,0,0,2,1,1,1,2,6,0,1,0,1,0,7,2,0,2,3,0,2,0,1,0,0,1,0,10,0,0,0,0,2,0,1
"signal108",4,1,3,0,1,0,1,0,1,2,5,4,0,0,1,0,3,3,0,1,2,1,2,0,1,1,0,0,0,1,0,0,1,0,1,2,2,2,5,2,1,0,0,0,0,1,0,2,0,1,4,0,1,0,0,0,3,4,0,1,1,1,2,0,4,2,1,1,0,0,0,0,4,0,0,0,5,0,2,0,1,1,0,0,4,5,2,0,0,0,6,4,10
"signal109",1,0,2,2,1,1,1,0,3,2,2,0,3,1,0,0,3,0,0,3,1,8,0,2,2,1,0,0,0,0,0,0,12,3,0,3,0,1,8,5,3,0,4,1,0,0,1,0,0,2,5,0,1,4,0,1,7,2,0,1,0,1,2,0,5,2,0,0,2,0,8,1,2,1,1,1,0,0,3,1,1,4,3,1,4,0,0,0,0,3,0,2,6
"signal110",7,0,6,1,0,4,1,0,2,0,0,1,0,1,0,0,2,0,5,3,0,0,0,1,1,1,0,3,0,0,1,1,3,7,0,1,0,3,0,1,1,2,2,0,0,2,2,2,7,0,0,0,5,1,0,1,7,1,0,0,0,1,0,0,1,3,1,1,1,1,4,1,0,1,0,2,0,1,4,0,3,9,0,1,1,1,2,0,0,1,0,0,0
"signal111",0,1,5,0,2,5,1,0,0,3,1,0,0,1,0,3,1,1,1,2,0,3,0,1,0,1,1,0,0,0,0,2,2,3,1,0,1,0,2,0,0,1,0,0,1,0,5,0,0,2,1,0,6,0,0,2,0,2,0,1,1,9,0,0,0,0,5,0,2,1,2,1,5,1,2,5,2,0,1,0,2,4,1,2,0,1,1,0,0,1,4,2,2
"signal112",0,0,0,0,2,4,0,1,0,2,0,5,2,0,0,1,1,8,8,1,0,5,1,1,1,1,2,1,0,0,0,3,0,2,2,4,2,5,1,0,2,0,4,1,0,1,0,0,3,0,7,1,2,0,0,2,2,5,3,0,1,4,2,0,2,1,0,1,0,0,0,0,1,0,0,1,1,0,5,0,4,2,0,4,3,1,1,0,0,0,11,3,1
"signal113",3,0,2,1,4,1,0,0,0,0,0,1,0,1,0,0,1,6,3,0,0,3,0,1,0,6,0,0,2,0,0,2,1,2,0,0,1,2,3,7,0,1,0,0,0,2,2,1,0,1,5,0,3,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,2,2,0,1,2,0,0,0,0,1,0,1,2,2,7,0,1,3,0,0,6
"signal114",1,0,0,2,4,6,3,0,0,2,0,1,0,3,5,1,0,0,3,1,1,3,2,0,1,2,0,1,1,0,1,0,1,0,3,7,3,0,1,0,0,3,1,1,1,0,2,1,0,0,1,0,2,3,0,0,0,1,0,0,2,1,1,0,2,0,0,0,0,0,2,0,1,4,0,0,0,1,3,1,0,3,1,7,9,2,0,0,0,3,3,3,1
"signal115",6,1,0,2,0,0,3,0,0,3,4,2,0,2,0,2,2,1,1,4,0,1,2,0,0,2,0,1,1,0,0,2,3,2,0,1,0,4,0,0,0,1,7,1,4,1,9,0,3,2,4,1,1,0,1,2,1,5,0,0,2,4,0,0,5,3,8,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,3,3,1,1,5,2,3,3,0,1
"signal116",1,0,0,0,3,1,4,1,2,1,0,0,1,1,2,0,3,4,6,1,0,4,3,0,0,4,2,1,1,0,0,2,0,1,2,1,0,1,4,2,1,1,4,3,0,4,4,1,8,0,1,0,1,0,0,0,4,1,0,1,2,0,4,3,1,0,1,1,4,0,1,1,0,1,0,0,0,2,4,0,0,3,0,1,0,2,0,0,0,3,0,4,7
"signal117",4,0,0,2,0,2,4,0,0,12,3,2,1,2,6,0,2,3,2,0,0,0,1,0,0,1,0,1,1,0,0,0,2,4,1,3,2,0,1,1,0,0,2,1,0,4,2,2,2,0,2,1,2,1,0,2,1,1,1,0,0,2,1,1,1,1,0,1,4,0,0,2,1,2,1,10,1,1,2,1,1,1,0,1,3,7,0,1,0,1,4,6,4
"signal118",8,0,2,0,5,3,3,0,0,5,0,1,1,0,2,1,3,4,2,7,0,1,1,1,0,0,0,1,0,4,0,3,1,3,2,2,0,5,4,0,0,0,0,0,2,4,3,5,0,2,2,1,4,1,1,0,2,1,1,0,1,0,4,0,7,1,2,0,2,0,1,0,4,5,0,2,2,1,2,0,0,3,0,2,2,1,0,0,1,4,0,2,1
"signal119",3,1,0,1,2,0,2,0,1,7,2,0,3,3,0,0,2,2,0,0,1,5,4,1,4,1,0,0,0,0,0,0,4,6,0,8,1,1,2,3,0,0,1,0,2,0,3,3,0,1,2,0,2,1,0,2,2,3,1,1,1,4,10,1,0,0,0,0,0,0,2,0,4,0,1,3,0,1,1,2,4,3,1,2,1,6,0,3,0,3,3,2,3
"signal120",1,0,3,1,4,1,1,0,0,2,3,4,0,2,0,0,5,5,0,0,0,0,0,0,0,2,0,3,0,0,2,8,1,4,0,4,0,0,2,0,0,3,2,0,1,7,7,0,2,1,1,1,3,2,1,2,0,4,3,0,0,2,3,0,3,0,0,2,2,0,0,0,1,5,1,0,1,2,0,0,0,0,1,2,4,4,0,1,2,2,4,2,0
"signal121",2,1,5,1,0,0,1,0,0,3,1,0,2,1,0,1,0,1,2,14,0,0,0,1,2,2,0,0,0,4,1,5,0,0,1,5,3,0,0,6,1,1,2,0,3,0,0,0,2,1,2,1,2,0,1,2,2,5,2,0,0,0,1,0,1,0,5,2,3,2,1,2,0,2,0,2,0,0,1,0,1,2,2,1,0,2,0,2,0,2,0,0,7
"signal122",1,0,3,7,3,2,0,0,0,0,2,1,3,3,1,0,4,0,2,2,3,2,0,2,0,0,0,1,1,0,1,2,5,0,3,0,1,2,1,1,2,0,0,1,0,7,1,2,2,0,3,0,1,0,2,2,0,6,1,0,0,0,5,0,1,0,2,0,2,0,4,1,4,1,0,1,1,0,2,0,1,1,0,3,4,3,1,1,0,2,2,2,0
"signal123",0,0,2,0,1,1,3,0,0,1,4,6,0,5,3,0,2,1,0,1,2,1,0,1,0,8,1,1,2,0,1,3,0,4,0,1,1,1,1,0,1,2,1,0,0,0,4,0,1,1,3,3,2,0,0,1,2,0,0,2,0,4,1,1,1,0,1,0,0,0,2,0,0,1,1,2,4,1,3,1,0,3,0,2,3,5,0,0,0,2,2,5,2
"signal124",1,1,4,3,2,2,4,0,0,5,1,4,0,3,1,0,1,3,2,1,0,4,1,1,0,5,0,0,0,5,1,8,3,1,0,2,1,2,0,2,1,2,4,0,0,9,0,1,0,1,1,0,1,0,0,3,0,2,1,0,0,3,4,0,0,0,2,1,4,0,4,0,4,3,2,1,0,1,2,0,1,0,1,3,0,0,0,0,0,3,1,0,0
"signal125",0,1,3,1,1,6,3,0,0,4,1,4,1,2,10,0,0,3,4,2,0,4,0,2,0,0,0,1,0,0,0,1,0,0,2,3,1,3,1,7,1,1,1,1,0,1,2,0,1,0,0,0,2,0,1,3,0,1,0,0,1,1,0,2,1,3,5,0,2,2,3,2,1,0,0,1,3,0,1,0,0,1,3,3,4,6,0,2,0,0,4,3,2
"signal126",0,0,1,6,1,0,0,2,0,0,2,0,1,1,3,0,1,3,3,1,0,2,1,0,0,1,0,1,0,0,0,2,7,0,3,2,0,0,0,3,0,1,1,0,0,2,1,1,1,3,1,1,0,1,1,1,0,6,0,1,0,0,3,0,3,1,0,2,2,0,1,1,2,4,1,0,3,0,1,0,0,4,0,3,1,6,0,1,0,0,3,3,3
"signal127",0,0,1,4,1,3,0,2,0,6,3,3,0,1,5,0,3,2,0,0,0,3,1,0,1,2,0,1,1,1,0,0,6,1,3,1,3,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,2,2,2,5,1,2,5,2,0,2,0,0,1,0,1,4,0,3,1,0,1,0,2,1,2,2,0,0,3,3,1,5,1,1,0,0,0,1,0,1
"signal128",10,2,3,0,0,2,2,0,1,1,0,2,1,0,4,0,4,4,2,0,1,0,0,1,0,0,0,0,1,1,0,5,3,5,0,0,0,6,4,3,2,1,4,2,0,3,2,2,0,1,0,1,2,1,0,1,2,0,0,0,1,0,1,0,2,0,0,0,3,2,1,0,0,1,0,0,0,2,6,1,0,1,0,1,1,4,2,0,0,2,1,0,0
"signal129",1,4,1,2,1,3,2,0,0,2,11,1,0,5,1,0,0,0,7,1,0,5,0,0,0,2,4,0,0,3,4,5,0,2,1,6,3,1,0,0,3,0,2,0,2,2,1,0,3,4,3,1,6,2,0,1,1,1,3,0,2,0,1,0,4,0,1,0,9,0,0,0,0,9,1,3,2,0,3,0,0,1,1,3,1,3,1,0,0,1,3,1,5
"signal130",5,2,5,1,0,0,2,0,1,3,2,1,0,4,2,0,0,1,1,2,2,1,0,1,0,1,4,0,1,0,0,8,0,6,0,1,0,0,0,4,1,1,2,0,0,3,1,1,1,0,0,1,9,0,0,8,2,10,1,0,0,0,1,2,2,1,2,0,1,0,4,0,0,0,0,2,2,2,1,4,0,0,0,4,6,2,1,0,1,1,1,5,0
"signal131",0,0,2,3,0,2,3,1,0,0,2,1,0,0,4,1,2,1,0,4,1,2,2,3,2,2,1,0,0,1,0,0,1,0,0,2,2,1,1,0,0,0,4,0,0,1,3,0,1,0,1,2,0,0,0,2,4,1,0,1,0,2,1,2,0,0,5,1,0,0,10,1,0,5,0,0,0,0,2,0,3,2,1,5,1,0,0,0,0,2,1,1,3
"signal132",1,0,5,2,0,0,0,0,0,1,1,0,0,5,0,0,1,5,1,1,0,0,0,0,0,0,0,1,1,0,0,5,3,0,0,3,0,1,1,6,1,0,0,1,1,1,0,0,3,0,0,0,2,0,1,0,1,0,1,0,0,3,1,0,2,0,2,0,0,0,9,0,2,1,0,1,4,0,2,2,2,6,0,1,1,5,0,0,3,1,3,1,3
"signal133",3,2,1,2,2,6,2,4,0,2,2,2,3,0,2,0,1,0,0,5,2,0,1,0,0,5,0,2,0,4,0,0,0,3,2,9,1,0,5,1,0,0,1,1,0,5,2,2,2,1,2,0,2,2,2,1,4,3,0,1,0,4,2,0,0,1,1,1,2,0,2,1,3,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0
"signal134",0,0,5,1,0,4,1,0,1,0,0,0,1,4,1,0,0,10,0,7,1,2,0,0,0,3,1,0,0,1,1,1,4,0,0,5,1,0,1,4,2,0,0,1,0,0,0,0,2,4,1,1,1,1,0,3,2,2,0,0,1,0,1,0,1,1,1,1,2,0,0,0,1,0,0,3,8,0,4,0,0,4,0,0,0,0,0,1,0,4,1,2,7
"signal135",0,2,1,2,1,2,0,1,2,1,3,0,0,1,0,0,1,2,4,0,0,2,0,0,0,2,0,1,0,3,2,1,2,1,1,0,3,9,1,0,0,1,0,0,3,3,3,0,3,0,3,0,2,1,0,3,1,2,2,0,0,1,0,1,6,2,0,0,3,0,3,2,4,1,1,2,0,0,0,1,0,4,0,1,4,1,0,1,0,2,6,3,0
"signal136",1,0,2,2,0,2,1,0,2,1,1,0,2,1,1,1,0,3,2,3,0,4,3,1,2,1,0,1,0,1,0,0,1,0,0,3,1,2,4,5,0,0,5,2,3,0,3,1,3,0,0,0,2,0,0,4,5,3,3,0,0,2,2,0,0,0,1,1,2,0,0,2,7,4,1,3,2,0,2,2,0,1,0,1,5,2,1,2,2,1,1,2,0
"signal137",1,0,3,2,2,0,2,2,2,1,1,0,0,4,0,5,4,4,1,0,1,1,0,1,1,2,1,1,0,0,1,3,1,2,1,0,2,2,1,0,0,0,2,1,1,2,1,0,1,0,3,1,0,0,0,1,3,1,0,0,0,2,2,1,0,1,0,0,0,0,2,2,1,3,2,6,0,0,1,1,0,1,1,0,0,3,0,1,6,3,4,1,2
"signal138",1,1,1,1,0,3,5,1,1,2,0,1,0,6,1,0,0,2,5,1,2,0,3,1,0,0,2,0,2,2,1,0,2,5,2,1,3,1,2,4,1,0,4,1,0,2,1,0,0,1,0,0,1,3,2,0,2,1,0,0,0,3,2,0,0,1,5,1,7,0,2,1,5,2,0,4,6,2,2,1,0,8,0,1,1,3,0,0,1,4,4,2,3
