"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal69",4,0,2,1,3,0,1,0,4,1,0,0,0,1,3,0,2,3,0,2,0,0,1,0,1,2,1,0,1,0,7,0,1,2,7,0,0,5,1,2,0,1,2,0,1,0,4,0,4,0,1,3,0,1,2,4,0,1,0,0,4,4,1,1,5,0,0,2,1,5,0,0,0,1,0,0,2,1,3,0,5,0,3,3,0,2,0,4,1,1,4,3,3
"signal70",0,6,0,6,0,1,1,0,0,6,1,1,0,5,2,1,1,0,0,2,0,0,0,1,1,1,1,0,0,0,2,4,1,3,2,1,0,3,0,1,0,0,3,1,0,1,6,0,6,1,0,0,0,1,1,5,0,0,2,0,4,0,1,0,5,0,2,0,1,1,1,1,1,4,0,5,1,0,0,0,1,0,5,0,0,1,3,2,0,1,5,0,1
"signal71",0,8,2,0,1,0,0,0,2,4,1,0,1,5,4,0,7,1,0,1,1,0,0,1,4,6,1,0,1,1,0,0,3,1,7,0,0,5,2,4,0,1,1,0,0,3,0,2,0,0,1,0,0,0,3,3,2,1,5,0,0,1,0,0,1,0,2,0,2,0,0,2,2,2,2,3,2,0,3,1,0,0,3,0,0,0,1,3,2,0,2,2,0
"signal72",0,0,3,1,4,0,0,2,6,0,0,3,0,1,0,1,2,1,0,0,0,2,3,1,0,1,0,1,0,1,0,2,1,4,2,0,2,1,9,1,1,0,3,3,1,0,0,0,3,0,0,1,0,0,0,3,2,0,3,3,0,2,2,0,4,0,2,1,0,2,0,1,1,2,0,1,4,1,0,3,1,0,5,2,0,0,1,4,2,1,2,3,2
"signal73",4,6,2,1,1,1,0,0,0,2,5,0,0,4,2,2,2,1,0,0,1,1,7,1,2,0,1,0,0,0,3,0,7,2,0,4,2,0,0,3,1,0,0,0,0,3,2,0,3,2,1,0,0,1,3,2,0,2,4,2,0,1,0,0,0,1,1,1,2,3,1,0,1,2,0,1,1,1,0,0,4,3,3,0,1,1,0,0,0,2,2,9,2
"signal74",2,1,3,2,0,0,0,1,2,2,0,0,1,2,0,2,0,1,0,3,0,0,2,3,0,0,2,0,0,1,2,1,2,0,0,2,0,0,0,0,2,0,2,1,0,1,3,3,0,1,2,0,1,0,0,1,0,0,3,0,0,2,0,0,1,1,2,0,0,3,0,1,3,1,1,1,4,0,2,0,1,3,0,4,0,0,1,0,1,1,0,3,0
"signal75",1,1,4,0,1,3,0,0,4,0,3,1,2,3,0,2,3,6,0,6,1,0,3,2,0,0,1,0,0,0,2,1,2,3,0,1,5,3,1,6,3,1,1,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,4,0,2,1,5,9,0,0,0,5,0,1,1,0,3,1,1,1,0,6,1,4,0,1,0,3,0,4,2
"signal76",0,1,1,1,0,2,0,2,0,0,1,2,2,1,2,1,0,4,3,2,0,0,1,0,2,2,4,0,0,0,3,3,0,4,5,4,1,2,3,0,0,0,1,0,0,2,4,1,2,1,0,0,0,1,2,1,0,1,0,0,3,3,0,1,8,0,1,1,6,5,0,2,2,1,0,0,0,0,2,0,2,5,5,1,0,1,0,1,2,0,2,2,0
"signal77",2,2,3,3,2,1,0,1,0,0,1,1,0,1,1,3,2,9,0,0,0,2,1,0,0,0,3,0,0,1,3,5,0,2,0,0,0,2,0,2,1,0,2,2,1,3,0,0,3,1,0,0,0,2,1,1,1,6,1,1,1,0,4,0,1,4,2,0,0,2,0,0,1,1,0,1,2,0,3,4,1,1,0,1,0,1,1,0,0,3,6,2,2
"signal78",5,2,1,1,5,7,0,1,0,3,0,0,1,1,0,0,8,0,0,0,0,2,2,0,1,7,1,0,3,2,3,1,1,0,1,1,0,1,1,6,1,0,0,1,0,0,9,1,1,2,1,1,1,2,3,0,1,2,0,1,2,1,1,2,1,0,0,1,3,6,1,1,2,1,2,3,9,2,4,0,2,1,1,1,0,0,0,2,1,0,1,0,1
"signal79",2,1,0,0,1,3,2,0,4,2,0,0,0,0,5,0,4,4,0,4,2,0,2,3,0,0,2,1,0,0,0,3,1,1,0,2,1,4,1,0,1,2,10,0,1,7,4,0,1,0,0,2,0,0,1,3,3,3,0,2,1,1,0,1,2,1,1,0,1,4,1,2,0,1,1,1,2,0,2,0,1,0,1,0,0,0,1,1,1,0,1,7,0
"signal80",6,4,5,2,5,0,2,2,1,1,0,2,0,2,0,0,2,1,1,0,0,0,3,0,0,1,3,1,1,2,1,6,0,1,2,1,2,2,1,6,3,1,0,0,3,2,2,0,0,0,0,1,1,0,0,1,1,0,0,4,4,5,1,1,0,0,2,3,5,1,1,0,6,5,1,5,5,0,4,1,3,1,5,1,0,0,1,2,0,5,0,2,1
"signal81",0,0,4,1,4,4,0,0,0,0,0,2,0,1,7,1,0,2,0,7,0,0,3,1,0,1,1,0,1,0,2,6,3,2,0,2,0,1,3,2,0,0,4,1,3,1,2,2,0,0,0,1,0,0,5,0,0,2,2,1,1,3,0,2,0,0,1,0,2,5,2,0,3,1,0,5,3,0,3,0,1,3,7,6,0,1,0,1,1,5,1,1,0
"signal82",1,0,2,3,0,0,3,0,3,2,0,0,0,2,0,0,2,2,0,6,0,0,0,3,0,7,6,0,2,0,1,2,1,4,3,0,0,3,3,2,0,0,6,0,1,2,1,0,4,0,0,0,0,0,0,3,1,5,0,0,0,6,0,0,1,0,1,0,2,1,2,2,1,2,1,2,4,2,2,0,2,0,1,0,2,2,0,2,0,1,2,1,2
"signal83",1,3,1,0,2,1,0,0,0,3,1,3,1,4,0,0,0,0,1,3,0,0,0,1,2,2,2,0,1,1,4,7,0,1,3,1,3,3,0,5,0,0,1,0,0,6,2,0,1,0,1,0,0,0,0,3,0,2,1,0,2,5,0,0,0,0,0,3,2,1,1,2,1,0,2,4,3,0,1,0,0,0,4,4,2,0,1,1,0,0,1,0,3
"signal84",3,1,2,3,4,4,1,0,0,2,4,2,1,8,2,4,1,1,0,0,2,1,0,0,0,1,3,1,0,0,3,3,0,1,1,2,0,5,0,0,1,1,12,1,0,2,3,0,8,0,2,0,3,0,1,0,1,1,2,0,1,1,1,1,2,0,1,0,5,1,2,0,3,4,0,0,0,3,0,0,4,2,0,1,1,3,0,2,2,2,3,2,4
"signal85",4,4,4,3,1,0,2,1,5,2,0,1,1,5,1,1,1,0,0,1,0,0,0,0,1,3,0,0,1,1,2,5,0,3,3,2,1,5,1,5,1,0,4,1,0,1,5,0,1,0,1,1,0,0,0,4,2,1,3,1,0,1,3,0,1,0,4,1,3,2,2,0,3,0,3,3,4,0,1,1,1,2,2,2,1,0,0,2,1,2,2,1,4
"signal86",1,2,2,1,1,2,0,1,1,4,0,7,0,0,0,3,2,1,0,3,1,2,0,1,0,0,3,3,1,4,1,3,0,0,0,0,3,1,1,0,0,0,6,1,2,5,0,0,4,0,1,0,0,0,1,0,0,0,2,2,0,4,0,0,2,1,3,0,0,4,1,0,0,0,1,2,0,0,0,0,7,2,1,3,0,0,0,2,0,0,1,2,1
"signal87",1,4,1,1,0,0,1,4,3,1,1,0,0,0,0,0,2,2,1,0,1,0,0,0,1,4,1,0,2,1,9,0,3,0,8,3,1,5,1,2,0,0,3,1,0,1,8,0,0,0,0,1,1,4,1,2,0,0,0,0,1,4,1,0,3,0,0,0,3,0,0,0,1,6,1,1,2,1,0,0,6,3,1,4,0,0,0,1,1,0,1,0,0
"signal88",4,0,2,4,2,5,1,0,0,5,0,4,1,3,2,2,2,1,1,0,1,1,6,1,0,1,1,2,0,1,1,0,1,1,0,3,0,3,1,3,0,0,2,0,0,2,2,2,0,2,1,1,4,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,3,0,1,5,0,0,3,4,0,4,2,1,5,0,2,1,0,2,0,1,4,1,1,3
"signal89",2,0,0,2,4,0,1,1,6,1,1,3,1,7,0,0,0,4,2,1,0,0,3,1,1,1,0,0,2,2,2,1,3,2,2,2,0,1,1,0,2,0,1,0,0,0,4,2,1,1,1,0,0,0,3,1,0,5,0,0,0,2,1,1,1,0,3,2,3,3,1,0,0,0,0,1,0,0,1,0,1,3,1,4,0,0,0,0,0,4,1,2,2
"signal90",1,3,1,3,5,1,1,0,1,1,0,3,0,0,0,2,2,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,3,0,1,4,2,3,0,1,0,0,4,1,1,0,0,1,5,0,1,2,2,0,1,0,1,8,2,3,2,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,2,1,0,1,3,2,3,0,0,1,0,3,0,0,2,6,0
"signal91",1,6,3,0,1,0,0,0,2,0,1,0,2,1,0,3,2,2,1,0,0,3,0,3,0,1,1,1,1,2,2,2,3,0,0,0,1,1,0,3,1,0,0,0,1,1,5,0,0,0,0,1,2,1,1,2,1,1,11,0,3,5,0,0,0,0,1,1,1,2,0,1,1,0,1,2,2,1,1,1,2,6,0,5,0,0,2,0,2,2,0,1,3
"signal92",2,1,3,4,2,1,1,0,3,1,0,0,0,2,1,0,4,0,1,0,0,0,0,0,1,3,0,0,1,0,3,1,0,4,4,0,0,1,3,0,0,0,3,0,0,0,3,1,0,3,3,0,0,2,0,5,0,2,0,0,0,1,1,0,0,1,0,0,2,6,0,4,2,2,3,0,3,0,1,1,5,2,4,3,1,1,1,0,0,0,0,0,2
"signal93",5,1,2,2,1,1,1,0,4,0,1,0,1,0,6,1,2,2,2,3,1,0,0,3,1,2,5,0,0,1,2,3,1,3,0,4,0,0,1,0,3,0,3,0,1,2,5,2,1,0,0,2,0,1,2,1,0,0,0,0,0,2,1,1,0,1,2,4,0,0,2,0,4,1,2,5,1,0,1,1,2,2,3,1,3,0,0,4,2,3,2,6,1
"signal94",1,1,0,9,2,0,1,1,1,4,0,0,0,1,2,0,1,6,1,3,0,0,1,0,1,0,2,2,1,0,0,2,0,1,1,2,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,3,4,0,2,0,0,1,0,1,1,2,2,4,1,0,2,1,2,3,4,1,2,0,0,2,2,3,0,1,1,1,1,0,8,1,6
"signal95",3,6,0,0,0,1,0,1,2,2,0,6,2,1,1,1,3,0,0,0,0,1,1,1,0,3,2,0,3,0,1,0,2,3,0,1,0,0,4,6,0,0,0,1,2,2,2,0,0,0,0,2,0,0,1,0,1,3,2,2,2,3,1,1,1,0,4,0,1,0,0,2,3,2,0,2,0,1,0,0,1,1,2,0,0,1,0,0,3,1,1,1,3
"signal96",1,7,1,6,2,3,0,0,1,1,0,1,1,2,11,0,4,0,0,2,0,0,2,0,1,2,0,1,1,0,1,0,6,1,5,1,2,1,1,0,0,1,0,0,1,0,0,0,3,1,0,0,2,0,1,3,1,1,3,2,1,1,0,3,0,0,1,3,1,0,0,0,2,0,2,0,1,2,2,0,0,2,5,1,0,0,5,2,0,3,2,1,3
"signal97",1,1,4,0,2,3,0,0,0,3,1,7,0,1,3,1,3,1,3,1,0,1,3,2,0,9,0,0,0,4,0,2,0,3,0,2,0,3,1,2,0,1,2,5,0,0,1,1,6,0,0,0,0,0,0,2,1,2,5,1,0,2,0,1,3,0,2,2,0,2,0,2,3,2,1,3,0,0,0,1,0,2,3,3,3,0,0,3,2,2,1,0,3
"signal98",1,3,9,4,2,0,0,1,4,1,1,0,0,1,4,0,5,0,0,5,3,1,1,1,1,2,3,0,0,1,0,2,5,2,4,1,0,0,2,7,0,0,4,2,0,2,0,1,2,1,1,0,0,1,0,1,1,4,3,2,0,4,0,0,5,0,3,6,0,1,0,0,0,2,0,0,4,0,1,0,4,0,1,3,0,0,2,1,1,5,0,7,5
"signal99",0,1,2,3,1,2,0,0,2,0,2,7,2,2,4,0,1,0,2,1,2,1,2,2,1,1,7,1,1,1,2,5,1,0,1,2,1,1,0,9,0,1,2,2,1,0,0,0,6,0,1,0,0,0,1,2,1,0,7,1,0,7,2,3,2,1,0,1,3,1,0,1,1,0,0,1,0,2,0,0,0,2,1,2,2,1,2,0,0,2,0,2,0
"signal100",0,0,1,1,5,2,0,1,0,9,0,0,0,0,0,1,0,2,0,1,1,0,1,0,3,1,0,0,0,2,1,0,3,3,1,0,0,0,1,0,0,1,3,1,2,0,6,1,1,1,1,0,2,0,1,1,0,4,0,2,0,0,2,0,6,0,1,0,2,0,0,1,1,0,2,3,2,0,2,0,0,2,1,1,1,0,1,5,0,0,0,0,4
"signal101",4,0,1,3,0,5,0,2,2,0,1,2,0,3,2,1,1,0,0,1,1,1,0,0,2,2,3,0,0,1,3,0,3,0,2,3,0,0,0,3,0,0,3,1,0,0,3,1,8,0,1,0,0,4,1,6,0,0,3,0,1,2,3,1,2,0,2,0,3,0,1,0,0,2,0,4,1,1,0,1,1,2,0,1,1,0,2,2,1,2,0,2,3
"signal102",2,1,1,0,3,2,0,0,0,2,0,8,0,2,8,1,8,0,2,6,3,0,1,1,0,2,1,0,3,0,0,5,2,0,3,4,0,6,1,1,1,0,2,0,1,2,2,1,3,1,2,1,0,2,1,4,0,3,0,0,1,1,1,1,1,1,5,1,1,3,0,2,1,1,3,1,0,0,2,2,8,2,3,1,0,2,1,3,1,0,3,3,4
"signal103",0,4,3,2,0,1,4,0,2,0,0,4,0,0,0,3,0,1,0,0,1,2,2,1,1,1,0,0,0,1,0,3,6,2,1,2,3,2,5,2,2,0,3,1,2,1,0,2,2,0,0,0,1,1,1,0,0,3,3,1,5,0,1,1,0,0,0,2,3,0,0,1,6,0,0,0,1,1,0,1,1,5,3,2,0,0,0,3,0,1,0,0,0
"signal104",0,3,1,3,0,1,1,1,0,6,0,3,0,4,8,1,1,1,0,2,0,3,2,2,2,1,0,0,0,1,2,6,4,3,1,3,1,0,4,3,2,0,1,0,2,3,0,1,2,1,0,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,2,0,1,0,4,3,3,1,2,0,0,1,1,9,1,2,4,0,1,0,1,0,8,0,2,5
"signal105",4,2,3,5,5,3,0,0,1,2,1,1,0,5,5,0,4,3,1,0,0,1,2,1,0,2,1,1,0,2,1,2,5,0,4,1,1,3,1,6,0,0,0,1,0,1,4,4,4,1,1,2,0,0,0,1,2,0,0,0,6,1,0,2,2,1,0,0,2,0,2,1,0,3,2,1,0,0,0,0,0,4,4,14,0,0,2,0,1,4,5,1,2
"signal106",7,2,2,0,1,0,3,0,8,2,1,2,2,2,1,2,0,7,0,5,2,2,3,1,1,1,1,0,2,0,2,3,2,0,0,1,2,1,2,0,0,0,1,1,0,2,2,0,3,2,0,0,0,2,1,2,1,7,0,0,0,5,1,0,0,0,4,1,3,3,0,3,6,4,1,1,2,0,6,0,1,0,1,1,1,0,1,1,0,0,0,0,3
"signal107",1,4,0,0,0,0,0,1,1,3,0,1,3,5,3,0,0,4,1,6,1,1,1,0,0,0,1,0,3,0,1,2,4,2,0,3,0,2,2,2,3,1,0,3,1,2,3,1,0,0,1,0,1,0,2,6,0,1,0,0,1,7,1,0,2,1,0,1,0,2,0,0,1,0,5,0,0,0,0,1,0,1,4,3,1,0,0,0,0,2,3,2,5
"signal108",4,0,0,1,2,3,1,0,1,5,0,5,0,3,1,0,1,0,1,2,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,0,2,0,2,4,0,0,1,0,0,3,4,0,2,1,0,1,0,2,2,1,1,0,2,0,2,4,0,0,0,2,0,0,1,4,0,0,0,4,2,5,0,0,0,2,4,10,1,1,0,1,0,1,0,0,7,2,2
"signal109",0,6,1,0,1,3,0,0,3,3,4,1,2,4,1,0,1,0,0,2,0,4,3,0,1,0,1,3,2,3,1,4,2,0,0,1,0,0,4,5,0,0,7,0,0,7,2,0,1,0,0,1,0,2,2,0,0,2,1,3,2,2,0,1,1,0,0,1,3,4,1,3,1,4,0,0,0,0,3,0,2,6,7,0,2,0,0,4,0,0,5,0,0
"signal110",1,0,1,0,1,2,0,2,3,1,0,1,1,3,1,0,7,1,0,4,0,1,7,0,0,0,3,0,1,1,5,2,1,0,2,2,2,7,1,0,0,2,2,0,0,7,1,0,2,0,0,0,0,0,3,1,1,1,3,1,4,0,0,0,2,0,1,2,0,8,4,0,1,1,0,4,1,0,1,0,0,0,0,3,3,0,1,5,1,0,0,3,1
"signal111",0,0,1,0,8,1,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,3,1,0,1,0,1,0,0,2,0,1,3,0,5,0,0,6,1,0,3,3,0,0,0,2,0,3,1,4,0,0,0,0,5,0,2,1,1,5,5,0,2,5,0,1,0,1,5,1,1,2,0,0,4,0,0,1,2,2,2,0,1,0,0,0,4,0,3,0,2,0
"signal112",5,5,0,0,2,1,4,4,1,2,2,2,1,3,1,2,4,0,0,1,1,0,2,2,2,2,5,0,0,2,1,4,4,1,1,0,0,3,1,7,1,0,0,0,0,2,5,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,2,0,10,1,0,4,3,0,4,1,0,0,5,3,1,3,1,1,0,1,1,0,1,1,0,0
"signal113",1,1,1,0,2,1,3,1,0,1,1,0,1,2,6,0,1,5,0,1,1,0,2,0,0,1,2,1,3,0,3,0,1,0,2,2,1,0,3,5,0,1,4,1,0,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,2,1,13,0,1,3,0,0,6,1,0,0,1,2,6,1,0,1,2,0
"signal114",1,0,3,5,3,0,0,1,1,2,1,5,0,2,2,0,2,2,0,4,0,0,0,3,2,3,0,0,0,0,5,1,2,1,0,2,1,0,2,1,0,1,7,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,1,2,1,1,1,7,9,1,1,2,0,3,1,3,1,6,2,0,0,0,0,2,0,0,3,4
"signal115",2,0,2,0,4,2,0,0,4,2,0,4,0,1,2,0,3,2,0,1,1,1,2,0,0,0,4,0,0,0,3,7,4,8,1,9,0,3,4,4,1,0,0,1,0,1,5,0,1,2,2,0,0,2,3,8,0,0,3,0,1,1,0,0,0,0,0,0,3,2,0,2,3,3,0,2,11,2,3,1,0,1,1,0,0,0,1,1,1,3,3,1,0
"signal116",0,3,1,2,0,3,2,3,1,0,1,6,0,0,4,2,1,3,0,0,1,0,1,2,0,0,1,2,1,1,2,4,7,1,4,4,1,8,0,1,0,0,0,0,0,4,1,0,2,2,0,1,3,0,0,1,1,4,0,0,4,0,0,0,0,0,3,2,0,0,1,0,1,0,1,1,1,0,3,0,4,7,4,0,0,0,0,2,1,1,1,12,3
"signal117",2,3,2,6,0,2,1,1,0,0,0,2,0,0,1,0,2,2,0,0,0,0,4,1,0,2,0,0,0,0,0,2,3,2,4,2,2,2,2,2,1,1,3,0,1,1,1,1,0,0,1,0,1,0,1,0,1,4,1,0,5,1,1,1,10,0,2,0,3,2,0,0,1,3,3,2,2,0,1,1,6,4,8,1,0,0,1,3,1,1,1,5,0
"signal118",1,3,0,2,3,3,2,1,7,1,0,4,1,2,0,0,3,0,4,1,1,0,3,2,1,0,5,1,0,0,1,0,0,4,4,3,5,0,5,2,1,2,1,1,0,2,1,1,1,1,0,1,0,3,1,2,0,2,1,0,1,4,2,0,2,0,3,1,0,1,1,0,2,2,0,1,0,1,4,0,2,1,3,3,0,0,0,0,1,2,2,7,2
"signal119",0,8,3,0,0,2,1,0,0,2,1,8,1,7,1,0,0,2,0,0,0,2,6,0,3,1,1,1,1,0,0,1,0,6,0,3,3,0,3,2,0,0,2,0,0,2,3,1,5,1,1,5,1,0,0,0,0,0,2,1,1,4,0,1,3,0,3,0,4,7,1,1,2,1,3,0,6,0,3,1,2,3,1,0,1,0,2,1,0,2,1,2,3
"signal120",4,1,2,0,1,5,2,0,0,0,0,1,0,2,2,0,6,0,0,4,4,0,4,0,2,0,0,0,0,0,6,2,1,3,7,7,0,2,5,1,1,1,4,1,1,0,4,3,2,0,1,1,0,1,0,0,2,2,1,0,0,1,2,1,0,0,6,0,1,1,0,1,2,4,2,0,2,2,2,1,2,0,2,1,2,0,0,0,0,0,0,3,1
"signal121",0,5,1,0,4,0,0,1,14,1,0,1,1,6,2,0,1,2,4,2,3,0,0,1,2,3,0,0,2,1,3,2,1,8,0,0,0,2,2,2,1,1,0,1,1,2,5,2,1,0,0,0,0,0,0,5,2,3,5,0,4,0,1,0,2,0,1,0,1,2,1,2,1,0,0,0,6,0,2,0,0,7,1,1,1,3,1,2,0,2,0,0,2
"signal122",1,6,3,1,1,4,0,1,2,6,1,0,2,0,0,0,2,2,0,2,0,1,0,3,0,1,2,0,0,2,0,0,1,1,7,1,2,2,1,3,0,0,1,2,0,0,6,1,1,0,0,2,0,0,0,2,0,2,1,2,2,4,0,0,1,0,1,1,2,4,0,0,3,4,1,3,3,0,2,0,2,0,0,0,1,0,0,1,1,0,1,1,4
"signal123",6,1,5,3,0,2,0,0,1,3,0,1,1,0,8,1,3,5,0,1,1,0,4,0,0,1,1,0,0,1,6,1,2,2,0,4,0,1,1,3,3,1,0,0,0,2,0,0,4,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1,3,1,2,1,0,0,2,3,2,0,0,0,2,0,5,2,1,3,2,2,0,2,1,1,1,5,1
"signal124",4,0,3,1,1,1,1,1,1,2,1,2,1,2,5,0,0,1,5,4,3,1,1,0,1,1,2,0,1,1,4,4,2,0,9,0,1,0,3,1,0,0,1,0,1,0,2,1,2,0,1,2,0,0,0,2,1,4,0,2,1,4,1,2,1,0,2,1,2,3,0,1,3,0,0,0,0,0,3,0,0,0,0,4,1,0,0,6,2,1,1,4,1
"signal125",4,3,2,10,1,0,1,2,2,1,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,1,3,0,3,1,3,1,2,1,1,2,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2,0,3,5,0,2,4,1,4,1,0,0,1,1,1,0,1,1,0,3,3,4,2,2,4,0,0,2,3,2,0,1,0,2,0,0,0,3,1,0,2
"signal126",0,2,1,3,1,1,1,0,1,0,0,3,0,2,1,0,3,2,0,0,1,3,0,3,1,0,0,0,1,0,3,1,1,0,2,1,1,1,6,1,1,0,2,1,0,0,6,0,2,0,0,1,0,1,1,0,2,2,1,0,3,2,1,1,0,1,0,0,1,0,2,0,3,1,3,0,3,0,0,1,3,3,0,2,0,1,0,3,0,6,0,6,3
"signal127",3,1,1,5,0,3,0,0,0,0,1,3,0,2,2,0,2,2,1,0,0,2,1,3,0,3,0,0,0,0,1,2,0,0,0,1,0,3,2,0,0,0,4,2,1,5,1,2,10,2,0,1,0,0,1,0,1,4,2,0,3,0,0,0,2,0,5,1,1,1,1,3,1,5,0,2,0,0,0,0,0,1,10,4,2,0,0,2,0,2,3,1,0
"signal128",2,3,0,4,0,4,2,0,0,2,0,0,1,2,0,0,0,3,1,0,2,0,5,0,0,0,6,2,1,2,2,4,4,0,3,2,2,0,3,0,1,1,2,0,0,2,0,0,2,1,0,0,0,1,0,0,0,3,3,0,2,0,0,0,0,0,5,2,2,1,0,0,1,1,1,4,1,0,2,0,0,0,1,8,0,1,0,3,0,1,1,2,11
"signal129",1,1,5,1,0,0,0,3,1,1,2,0,0,1,2,4,0,0,3,9,2,0,2,1,2,3,1,0,0,3,0,2,1,4,2,1,0,3,8,3,1,2,5,0,0,1,1,3,0,2,0,0,0,1,0,1,0,9,0,0,1,0,4,1,3,0,1,1,0,2,0,1,3,1,2,1,1,0,1,1,1,5,5,4,2,0,0,0,0,1,3,3,2
"signal130",1,0,4,2,0,0,0,0,2,5,0,1,1,1,1,4,1,3,0,0,3,0,6,0,0,0,0,0,1,1,3,2,0,0,3,1,1,1,0,0,1,4,0,0,3,2,10,1,0,0,0,0,2,1,1,2,0,1,0,2,1,0,0,0,2,0,6,0,9,2,0,0,4,6,1,3,0,1,1,0,5,0,0,1,1,1,0,2,1,1,0,0,2
"signal131",1,1,0,4,3,2,0,0,4,1,0,4,3,5,2,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,2,4,0,1,1,3,0,1,2,1,2,0,0,0,0,4,1,0,2,0,0,0,2,0,0,5,1,0,1,4,3,0,2,0,0,0,1,1,2,6,1,1,5,1,0,0,1,0,2,0,1,3,1,2,2,0,0,0,0,1,1,1,1
"signal132",0,1,5,0,2,1,2,0,1,2,0,0,0,1,0,0,4,2,0,1,2,1,0,0,1,0,1,0,3,1,0,0,3,2,1,0,0,3,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,3,0,2,1,0,1,2,1,1,4,6,2,0,1,1,1,0,0,3,1,1,1,3,3,4,0,1,0,6,0,7,1,2,2
"signal133",2,6,0,2,0,1,0,0,5,6,0,2,0,1,5,0,5,0,4,0,0,0,3,2,4,1,0,1,0,0,0,1,4,2,5,2,2,2,1,2,0,0,4,2,0,4,3,0,4,0,1,1,0,0,1,1,1,2,1,0,3,3,0,0,2,0,0,0,1,0,0,0,0,1,0,3,3,0,1,0,0,0,0,2,2,0,0,4,1,2,5,0,0
"signal134",0,2,4,1,0,0,5,0,7,2,1,0,0,1,3,1,1,1,1,2,0,1,0,0,1,1,0,0,2,2,1,0,3,0,0,0,0,2,7,1,1,0,2,0,1,2,2,0,1,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,3,3,1,2,1,1,2,0,0,0,0,0,2,0,4,0,2,7,0,5,0,0,0,2,0,4,6,1,3
"signal135",0,1,1,0,1,1,1,2,0,1,0,0,0,3,2,0,2,1,3,6,0,1,1,1,0,3,9,0,0,0,3,0,2,9,0,3,2,5,1,0,0,1,1,1,0,2,4,0,0,0,0,1,2,2,0,1,2,0,3,2,4,1,1,1,0,0,0,1,2,4,0,0,4,1,0,1,1,1,6,1,0,1,1,2,0,0,0,1,0,4,1,1,0
"signal136",5,1,1,2,0,3,1,1,1,4,3,3,2,1,0,1,1,1,0,0,0,0,1,1,0,2,4,2,0,0,5,4,7,0,3,4,1,0,0,1,0,0,1,1,2,3,6,0,2,0,0,0,0,0,0,3,0,1,0,2,7,4,1,1,2,0,2,2,0,1,0,0,5,2,1,4,5,0,1,0,0,1,2,3,0,0,0,2,2,6,1,1,0
"signal137",1,4,0,12,4,4,0,0,4,1,0,2,1,2,2,1,2,1,1,3,0,0,2,0,1,2,1,0,0,0,2,3,2,2,1,1,0,0,3,5,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,2,2,1,3,2,2,0,0,1,1,0,1,1,0,0,3,0,2,14,0,6,2,1,5,3,1,0,0,1,5,1,3,2,0,1
"signal138",1,6,1,1,0,2,2,0,4,0,3,3,0,0,4,0,3,7,1,0,0,2,4,0,0,1,2,1,1,0,4,2,0,2,1,0,0,3,0,0,0,3,4,0,0,1,1,0,0,0,1,0,0,1,2,3,3,1,2,1,5,2,0,1,6,2,2,1,0,8,0,0,1,3,0,1,3,1,4,1,3,2,1,1,1,1,1,4,2,1,2,5,1
