"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal69",1,0,0,2,1,3,0,1,1,1,1,0,0,1,2,1,2,1,0,3,0,3,0,0,0,7,0,0,2,0,1,1,3,2,0,2,0,4,1,4,0,1,6,0,1,4,4,0,1,0,0,1,1,1,1,5,0,0,2,0,2,0,0,0,1,0,0,1,3,1,0,3,0,3,1,1,5,0,4,1,0,4,1,3,0,2,0,2,0,1,2,1,0
"signal70",6,1,1,1,5,2,1,0,0,1,0,1,0,0,4,1,1,1,0,1,0,1,1,0,1,2,0,0,1,0,1,1,1,3,1,2,0,6,0,6,1,0,1,0,1,3,5,0,0,1,0,1,0,1,0,5,0,2,0,0,0,3,1,0,4,0,5,0,0,0,0,1,0,5,0,0,2,3,2,0,0,5,0,1,0,3,1,0,0,0,0,0,2
"signal71",4,1,0,2,5,4,0,3,0,0,0,3,0,0,3,4,6,1,0,1,1,0,0,1,0,7,0,0,2,1,2,1,2,1,0,1,1,0,4,0,0,1,0,0,0,6,3,2,1,2,0,0,0,0,0,1,0,2,0,1,0,1,2,0,2,2,3,0,1,1,1,0,0,3,0,1,1,1,3,2,0,2,1,0,0,0,1,0,2,0,0,4,6
"signal72",0,0,3,1,1,0,1,0,0,0,0,2,2,3,3,0,1,0,1,0,1,0,1,0,1,2,0,2,0,4,0,3,1,3,3,4,0,0,0,3,0,0,3,0,0,1,3,2,0,1,3,0,0,2,0,4,0,2,1,0,1,0,1,0,2,0,1,2,1,0,3,0,0,5,1,0,1,1,4,2,0,2,1,2,1,2,1,0,0,1,1,2,0
"signal73",2,5,0,1,4,2,2,1,1,0,0,4,1,7,2,2,0,1,0,1,0,1,0,3,0,0,1,2,0,0,1,4,1,0,0,0,1,2,0,3,2,1,0,0,1,9,2,0,2,2,2,0,0,0,0,0,1,1,1,1,0,2,0,0,2,0,1,0,3,0,0,2,3,3,0,2,4,0,0,0,0,2,3,2,1,0,1,1,0,0,0,2,2
"signal74",2,0,0,2,2,0,2,0,0,1,1,0,0,2,6,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4,2,2,1,0,0,3,5,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,2,1,1,1,2,0,0,0,0,3,0,2,1,0,1,0,1,0,0,1,0,0,0,2,0,0,3,0,2,4
"signal75",0,3,1,5,3,0,2,0,2,0,2,3,0,3,6,0,0,1,0,1,0,1,0,0,1,0,0,5,1,0,2,6,3,1,0,3,0,2,3,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,4,0,2,1,2,4,1,0,0,5,0,1,0,1,1,1,0,1,0,3,3,7,0,1,0,1,0,1,2,0,0,0,0,0,2,1,5,0
"signal76",0,1,2,5,1,2,1,0,2,7,0,0,0,1,1,2,2,4,0,0,0,1,1,0,2,5,2,1,1,1,0,0,2,1,0,1,1,4,3,2,1,0,0,0,1,4,1,0,1,0,0,2,1,0,1,8,0,1,1,3,2,1,2,0,1,0,0,0,0,1,0,0,5,5,1,1,4,0,1,2,0,2,1,0,1,1,1,1,1,1,0,3,0
"signal77",0,1,1,0,1,1,3,0,4,0,0,0,2,1,0,0,0,3,0,0,1,2,2,0,1,0,0,0,1,0,0,2,0,2,2,3,1,0,0,3,1,0,1,0,2,2,1,1,6,0,1,1,0,4,0,1,4,2,0,0,0,0,0,0,1,0,1,0,2,2,4,1,1,0,0,0,1,1,0,0,1,6,1,2,2,1,0,0,2,7,1,2,0
"signal78",3,0,0,1,1,0,0,4,0,1,0,0,2,2,0,1,7,1,0,8,2,2,1,0,0,1,0,0,0,0,2,3,0,0,1,0,0,9,2,1,2,1,4,1,2,6,0,1,2,0,1,0,0,1,2,1,0,0,1,1,3,3,1,1,1,2,3,3,6,2,0,0,1,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,3,5,1,4
"signal79",2,0,0,0,0,5,0,2,2,0,1,6,0,2,8,0,0,2,1,1,0,0,1,0,1,0,0,1,1,0,0,4,5,10,0,3,4,4,0,1,0,0,3,0,0,3,3,3,3,0,2,0,0,0,1,2,1,1,0,0,1,4,2,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,3,0,2,1,2,0,2,0,5,3,1
"signal80",1,0,2,1,2,0,0,0,0,3,0,1,0,3,1,0,1,3,1,5,2,0,2,0,0,2,0,2,1,0,3,7,3,0,0,6,0,2,0,0,0,0,2,1,0,0,1,1,0,0,4,2,2,1,1,0,0,2,3,2,0,2,0,2,5,1,5,2,2,2,1,1,1,5,0,1,1,1,2,0,2,0,1,1,0,0,1,0,1,4,1,1,0
"signal81",0,0,2,1,1,7,1,0,1,0,3,2,0,3,2,0,1,1,0,3,0,1,2,1,1,0,1,0,0,1,1,0,0,4,1,6,0,2,4,0,0,0,1,0,0,9,0,0,2,0,1,0,1,0,2,0,0,1,0,1,2,5,0,1,1,0,5,1,0,1,0,0,3,7,3,1,2,0,1,1,3,1,0,0,0,0,0,1,0,0,7,0,3
"signal82",2,0,0,0,2,0,0,1,1,2,2,2,0,0,7,0,7,6,0,4,0,0,1,0,2,3,0,0,1,1,1,1,1,6,0,2,1,1,0,4,0,0,0,0,0,0,3,1,5,0,0,0,3,0,0,1,0,1,0,1,1,3,2,0,2,1,2,1,5,0,0,0,0,1,0,4,4,0,2,0,0,2,0,2,0,1,0,0,1,1,0,1,0
"signal83",3,1,3,3,4,0,0,0,0,3,1,1,0,0,3,2,2,2,0,3,1,2,3,0,0,3,0,3,2,0,2,0,0,1,0,1,2,2,0,1,0,1,1,0,0,2,3,0,2,0,0,0,2,0,0,0,0,0,3,0,0,2,2,0,0,2,4,1,1,0,0,0,0,4,2,5,1,1,1,0,0,1,0,3,1,0,1,1,1,4,2,2,0
"signal84",2,4,2,4,8,2,4,0,0,0,0,5,1,0,1,0,1,3,1,0,0,1,1,0,0,1,1,0,2,0,0,3,2,12,1,0,1,3,1,8,0,2,2,3,0,4,0,1,1,1,0,0,0,1,1,2,0,1,0,1,0,5,0,1,4,0,0,0,6,0,0,1,2,0,0,3,6,0,2,2,1,3,1,4,1,1,2,1,0,0,5,2,5
"signal85",2,0,1,2,5,1,1,1,0,1,0,1,0,0,0,1,3,0,0,4,1,1,2,0,1,3,1,1,2,1,2,4,1,4,1,1,0,5,1,1,0,1,4,0,0,1,4,2,1,0,1,0,0,3,0,1,0,4,1,1,0,5,0,1,0,3,3,1,2,0,1,0,2,2,1,2,0,0,2,1,0,2,0,4,0,1,1,0,0,2,0,2,1
"signal86",4,0,7,1,0,0,3,1,0,1,1,2,2,0,3,0,0,3,3,3,4,0,1,0,0,0,0,3,0,1,0,1,2,6,1,4,2,0,2,4,0,1,0,0,0,5,0,0,0,1,2,0,2,0,0,2,1,3,0,0,2,2,0,0,0,1,2,0,0,0,0,2,2,1,1,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,1,10,3
"signal87",1,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,4,1,0,3,1,4,0,1,0,8,1,1,2,0,0,1,0,3,1,2,0,8,1,0,0,0,2,1,4,4,2,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,6,1,1,0,3,0,0,2,3,1,2,0,0,0,1,1,0,1,0,0,2,0,0,2,1,5,1,1,0
"signal88",5,0,4,2,3,2,2,1,0,3,0,3,1,6,4,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,1,2,5,0,2,1,4,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,3,2,0,1,2,0,5,0,0,2,0,2,0,1,1,1,1,3,1,0,0,1,1,0,3,3,6
"signal89",1,1,3,3,7,0,0,0,2,5,0,0,0,3,3,1,1,0,0,4,2,1,0,1,0,2,1,0,0,0,0,3,1,1,0,2,0,4,4,1,1,1,1,0,0,7,1,0,5,0,0,0,1,1,1,1,0,3,2,1,1,2,0,0,0,0,1,0,1,0,0,0,3,1,1,1,1,0,0,0,1,1,1,2,0,1,0,1,2,1,2,1,1
"signal90",1,0,3,2,0,0,2,1,2,3,0,2,0,1,2,0,0,1,0,1,1,0,0,1,0,1,2,2,1,0,0,0,1,4,1,3,0,0,3,5,0,1,4,2,0,3,0,1,8,1,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,1,2,3,0,0,1,0,3,0,0,2,3,0,0,2,1,0,0,0,2,0,2
"signal91",0,1,0,4,1,0,3,1,1,3,0,2,3,0,6,0,1,1,1,2,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,2,0,5,0,0,0,0,2,2,1,3,2,1,1,5,0,1,2,0,0,0,0,1,1,0,1,0,1,0,0,1,2,1,4,0,1,1,6,0,2,0,0,2,0,2,0,0,0,3,1,0,0,1,0,1,3,0,3
"signal92",1,0,0,1,2,1,0,2,0,2,0,1,0,0,2,1,3,0,0,4,0,1,0,0,1,4,0,0,0,1,0,0,0,3,0,0,0,3,2,0,3,3,0,0,2,0,5,0,2,0,0,0,1,1,0,0,1,0,0,1,3,1,4,1,2,3,0,1,1,0,1,2,2,4,1,2,2,1,0,0,0,0,0,2,2,0,1,0,0,1,2,2,4
"signal93",0,1,0,3,0,6,1,1,1,4,1,1,0,0,7,1,2,5,0,1,1,1,1,0,1,0,2,0,0,0,0,5,0,3,0,3,1,5,6,1,0,0,4,0,1,5,1,0,0,0,0,0,0,1,1,0,1,2,4,0,0,5,0,2,1,2,5,0,1,0,1,1,2,3,0,6,1,0,4,2,1,2,2,1,0,0,0,4,1,0,2,3,1
"signal94",4,0,0,1,1,2,0,0,3,2,1,0,0,1,2,1,0,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,2,0,1,2,1,1,0,2,1,0,0,1,0,3,2,0,0,0,0,1,0,1,1,2,1,2,3,0,1,1,2,3,2,2,1,0,0,2,2,1,1,2,1,1,1,0,8,0,6,1,2,0,0,0,1,0,3,2
"signal95",2,0,6,5,1,1,1,1,0,0,0,2,1,1,3,0,3,2,0,8,0,0,0,1,1,0,0,0,0,2,2,1,0,0,1,4,1,2,1,0,0,0,6,0,0,3,0,1,3,1,2,0,1,1,1,1,0,4,0,0,0,0,2,2,2,0,2,0,3,0,0,0,1,2,0,0,3,0,0,3,0,1,0,3,0,2,0,3,1,3,1,0,1
"signal96",1,0,1,2,2,11,0,2,0,0,0,1,0,2,0,1,2,0,1,2,0,0,0,3,0,5,0,2,0,0,0,1,2,0,0,2,0,0,0,3,1,0,0,2,0,3,3,1,1,1,2,1,0,0,3,0,0,1,3,0,0,1,0,1,0,2,0,0,5,0,0,0,2,5,0,1,1,5,2,0,1,2,0,3,0,0,1,0,0,3,0,0,0
"signal97",3,1,7,0,1,3,1,1,0,5,0,0,1,3,5,0,9,0,0,2,4,0,0,0,1,0,1,0,1,0,0,1,2,2,5,1,0,1,2,6,0,0,0,0,0,1,2,1,2,2,1,0,1,0,1,3,0,2,2,0,1,0,2,1,2,1,3,0,1,0,1,0,2,3,1,7,1,0,3,2,1,1,0,3,0,1,4,2,1,0,2,2,4
"signal98",1,1,0,0,1,4,0,2,0,1,3,6,1,1,2,1,2,3,0,2,1,0,1,2,1,4,0,0,0,1,2,0,0,4,2,1,1,0,2,2,1,1,1,0,1,1,1,1,4,1,2,0,1,0,0,5,0,3,6,0,0,2,0,0,2,0,0,2,0,0,0,2,0,1,1,1,0,2,1,1,3,0,3,5,0,0,1,1,0,2,1,1,2
"signal99",0,2,7,5,2,4,0,0,0,4,0,5,1,2,5,1,1,7,1,2,1,0,2,0,0,1,1,1,0,0,2,1,1,0,0,4,1,0,2,0,0,0,6,0,1,1,1,0,3,1,1,0,3,1,0,7,2,5,0,1,0,2,1,0,0,1,1,0,1,0,0,2,0,1,0,2,1,1,5,1,2,0,0,2,0,1,0,0,0,1,1,5,2
"signal100",0,1,0,9,1,0,0,0,0,3,0,2,0,1,2,0,1,0,3,1,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,2,2,4,4,0,2,1,1,1,1,0,5,0,5,0,0,1,0,2,0,0,2,1,3,0,0,0,1,0,1,1,1,0,5,1,0,0,2,2,0,2,1,0,3,0,1,5,0,0,0,0,2,1,0,1,3,0,5
"signal101",2,2,2,0,3,2,0,1,1,2,0,0,0,1,2,1,0,0,2,2,1,0,0,1,1,0,2,0,1,1,0,0,0,3,0,0,2,1,0,0,1,1,8,0,1,0,2,4,2,3,0,0,1,0,0,2,3,2,1,0,1,0,2,0,2,0,0,0,0,1,0,1,0,3,1,2,0,0,2,0,2,2,1,2,0,1,1,1,0,1,0,3,2
"signal102",2,0,0,2,0,8,0,0,3,4,3,0,2,6,7,0,1,2,0,2,0,0,3,0,0,5,1,0,1,1,0,6,1,1,1,1,1,2,2,2,0,1,3,1,2,3,0,2,3,2,0,0,0,0,0,1,1,3,0,1,2,2,0,1,0,2,1,0,7,0,0,0,2,6,3,2,3,0,1,2,1,3,1,0,1,1,2,0,2,3,2,0,1
"signal103",8,0,2,0,1,4,0,0,0,7,0,1,0,0,3,2,2,2,1,1,0,0,0,1,0,3,3,1,0,1,3,2,5,2,2,0,1,3,4,1,0,2,2,0,0,0,2,1,3,0,0,1,1,1,2,0,1,2,0,0,0,5,1,0,0,1,6,0,0,0,0,1,0,3,0,5,3,0,0,0,0,3,0,1,0,0,0,0,1,1,3,0,1
"signal104",2,1,0,6,0,3,0,1,3,2,0,1,0,2,2,3,2,5,2,1,0,0,0,1,0,6,2,1,0,1,1,0,4,3,2,0,0,2,4,3,0,1,2,1,0,4,0,0,1,0,0,0,0,1,1,1,1,4,0,1,0,5,0,0,1,4,3,1,3,0,0,0,1,5,3,1,2,2,1,1,0,1,0,8,0,1,2,2,1,3,5,5,3
"signal105",1,0,1,2,4,1,0,2,2,0,2,3,1,0,1,1,2,4,0,2,0,1,0,2,0,2,2,0,2,0,1,3,1,6,0,1,0,2,2,1,1,4,4,1,1,5,3,0,0,1,2,0,0,0,3,1,0,4,1,1,0,1,0,0,4,1,0,0,6,0,0,0,0,1,0,4,4,5,1,0,2,0,1,4,2,0,1,3,0,2,0,1,0
"signal106",6,0,8,2,2,2,2,1,0,5,0,7,0,5,5,2,3,4,1,1,0,0,2,0,0,3,0,0,0,0,2,1,2,0,0,0,0,3,1,2,0,0,3,2,0,0,2,2,2,1,1,3,0,0,0,5,1,1,0,0,1,2,2,1,1,3,6,1,3,0,1,0,6,2,0,0,1,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"signal107",0,1,1,3,0,1,3,2,1,1,0,4,1,6,2,1,1,0,0,0,0,0,3,0,0,2,1,1,0,1,0,2,2,2,3,4,0,7,2,2,1,1,0,0,1,1,3,0,4,2,0,0,0,0,0,7,1,1,0,1,0,2,0,1,0,0,1,0,10,0,0,0,0,2,0,1,4,1,3,0,0,0,0,2,1,1,2,2,0,0,1,2,3
"signal108",3,0,1,5,1,5,0,1,0,2,0,0,1,2,0,0,0,2,1,2,0,2,1,1,0,0,0,0,0,0,2,0,2,4,0,1,0,1,0,3,2,0,2,1,0,2,0,2,5,0,1,0,0,0,0,4,0,1,0,2,0,2,0,1,1,0,0,1,5,2,0,0,0,6,2,10,1,0,2,1,0,1,0,0,3,1,1,0,3,1,0,1,3
"signal109",0,0,3,3,8,1,2,2,0,1,0,0,0,2,0,4,3,0,1,0,0,3,2,3,0,4,1,0,0,0,0,0,4,5,0,1,4,2,1,7,0,0,1,0,0,2,0,2,5,0,0,0,0,3,1,2,0,3,0,0,0,3,1,1,4,3,1,1,0,0,0,0,3,0,1,6,7,0,6,0,0,4,0,0,2,0,0,1,0,1,0,1,2
"signal110",0,2,3,1,0,1,1,1,0,1,3,1,0,4,1,1,7,1,0,0,1,0,1,1,2,2,0,0,1,1,2,7,1,0,0,5,1,0,1,7,0,0,2,0,0,0,1,0,5,0,1,0,1,1,1,0,0,1,1,0,1,4,0,3,9,0,1,0,1,2,0,0,1,0,0,0,0,1,5,0,1,5,1,0,0,1,0,0,0,1,0,8,1
"signal111",1,0,2,1,3,1,1,0,1,3,0,0,0,0,2,0,3,3,0,1,0,1,0,0,1,0,0,1,0,2,0,0,6,1,0,6,0,0,2,0,1,0,3,1,4,0,1,0,1,3,0,1,1,1,1,5,0,4,2,0,0,1,0,2,4,1,2,0,1,1,0,0,1,4,1,2,0,0,0,0,0,4,0,3,0,1,0,3,2,0,0,2,1
"signal112",8,4,1,2,5,2,1,1,0,4,1,0,0,1,3,0,2,5,2,2,2,0,0,2,0,4,1,0,0,0,0,3,1,7,1,2,0,0,2,2,2,3,1,1,1,2,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,5,0,4,2,0,4,2,1,1,0,0,0,11,1,1,3,0,2,0,1,1,0,1,0,0,0,0,0,1,0,2,1
"signal113",6,1,0,1,3,0,1,0,3,1,0,5,0,1,2,0,2,2,0,1,1,1,3,0,1,0,0,0,0,1,1,0,3,5,0,3,1,3,0,1,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,1,1,2,7,0,1,3,0,0,6,1,0,0,1,2,6,1,0,0,0,0,0,0,3,5,3,0
"signal114",0,1,1,2,3,5,0,1,1,0,1,2,0,4,0,0,0,5,2,3,0,0,0,0,3,1,1,1,0,0,1,0,2,1,0,2,3,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,0,3,1,7,5,2,0,0,0,3,3,1,1,6,1,0,0,0,0,2,0,0,1,1,1,0,2,0,4,2
"signal115",1,0,4,2,1,4,0,0,1,0,1,2,0,1,2,1,2,0,0,0,2,0,0,0,1,7,1,4,0,4,0,3,4,4,1,1,0,1,2,1,2,0,1,2,2,0,1,2,6,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,3,1,1,1,5,2,3,3,0,1,1,0,0,0,1,1,1,3,2,0,0,0,1,1,2,0,3
"signal116",4,3,1,0,4,6,0,0,2,4,1,3,0,0,2,0,1,5,0,0,0,2,1,1,1,4,3,0,2,2,1,8,0,1,0,1,0,2,0,4,0,0,2,2,0,4,6,0,1,0,1,3,0,0,1,0,0,0,0,0,2,4,0,0,3,0,1,0,2,0,0,0,3,0,2,7,4,0,0,0,0,2,1,1,0,5,1,1,1,2,6,0,2
"signal117",3,1,0,0,0,2,0,0,0,2,1,2,0,0,0,0,4,3,0,2,0,0,0,0,0,2,1,0,1,1,2,2,2,2,1,2,1,1,2,1,0,1,0,0,1,1,1,0,4,0,1,2,0,0,2,1,1,1,4,0,1,2,1,1,1,0,1,2,7,0,1,0,1,4,3,4,8,0,2,0,1,3,1,1,0,2,0,1,1,0,2,3,3
"signal118",4,1,7,1,1,4,1,0,0,0,1,0,4,1,3,0,3,6,1,0,2,1,0,0,0,0,0,2,2,1,5,0,5,2,1,4,1,1,0,2,0,1,1,1,0,4,0,3,4,1,0,1,0,0,0,4,2,1,0,0,1,2,0,0,3,0,2,1,1,0,0,1,4,0,1,1,3,1,0,0,0,0,1,2,1,3,1,0,3,3,0,0,2
"signal119",2,0,0,2,5,8,1,4,0,0,0,2,0,0,0,2,6,1,3,1,0,1,1,0,0,1,0,2,0,1,3,0,3,2,0,2,1,1,2,2,1,1,5,1,1,10,3,0,0,0,0,0,0,1,0,4,0,2,1,0,1,1,2,4,3,1,2,0,6,0,3,0,3,3,1,3,1,0,3,0,2,1,0,2,0,0,1,1,0,2,0,1,5
"signal120",5,0,0,0,0,1,0,0,1,0,3,0,0,4,8,0,4,0,2,0,0,0,0,0,3,2,0,1,3,3,0,2,5,1,1,3,2,3,2,0,1,3,2,0,1,3,1,1,0,0,2,0,0,0,0,1,2,4,0,0,2,0,0,0,0,1,2,2,4,0,1,2,2,4,1,0,2,1,5,0,0,0,0,0,0,1,0,0,2,1,0,4,0
"signal121",1,1,14,1,0,1,1,2,1,0,0,2,4,2,5,0,0,2,2,3,0,0,2,1,1,2,0,3,0,0,0,2,2,2,1,2,0,2,2,2,2,2,1,0,0,1,1,0,0,2,2,1,2,0,2,0,1,1,0,0,0,1,0,1,2,2,1,0,2,0,2,0,2,0,0,7,1,0,3,3,1,2,0,2,0,0,0,0,3,3,1,1,4
"signal122",0,1,2,6,2,0,2,0,0,1,1,2,0,2,2,1,0,6,0,1,0,0,0,2,0,0,1,0,3,0,2,2,1,3,0,1,0,7,2,0,3,1,1,0,0,5,1,0,1,1,0,1,0,2,1,4,0,0,0,0,0,2,0,1,1,0,3,2,3,1,1,0,2,2,0,0,0,0,2,0,0,1,1,0,0,0,2,3,0,5,3,0,2
"signal123",1,0,1,3,1,1,1,0,3,2,1,5,0,1,3,0,4,1,0,1,0,0,0,1,2,1,0,0,0,1,0,1,1,3,3,2,0,0,1,2,0,0,4,0,1,1,4,0,1,0,0,0,0,0,0,0,0,3,0,1,1,3,1,0,3,0,2,1,5,0,0,0,2,2,2,2,1,1,4,2,0,2,1,1,0,2,1,2,0,3,1,1,1
"signal124",3,1,1,2,4,2,1,0,2,1,0,1,5,4,8,1,1,0,1,1,1,0,1,1,2,4,0,0,5,0,1,0,3,1,0,1,0,0,3,0,1,1,2,0,1,4,1,0,0,1,1,2,0,2,0,4,1,4,0,0,1,2,0,1,0,1,3,0,0,0,0,0,3,1,0,0,0,1,3,0,0,6,2,1,0,1,0,1,1,2,10,1,0
"signal125",3,2,2,1,4,0,2,0,0,0,1,0,0,0,1,0,0,5,0,1,1,0,3,1,1,1,1,0,0,1,0,1,0,0,0,2,0,1,3,0,0,0,0,1,0,0,4,0,5,3,0,0,2,1,2,1,0,0,0,1,0,1,0,0,1,3,3,1,6,0,2,0,0,4,1,2,0,0,1,2,0,0,0,3,0,0,1,0,1,1,3,1,1
"signal126",3,0,1,0,2,3,0,0,0,0,1,2,0,0,2,3,0,6,1,0,0,0,1,0,1,1,0,0,1,1,1,1,6,1,1,0,1,3,1,0,2,0,2,0,0,3,1,1,4,0,2,1,0,0,1,2,1,2,0,1,0,1,0,0,4,0,3,0,6,0,1,0,0,3,1,3,0,0,1,1,0,3,0,6,0,2,1,1,0,1,5,0,3
"signal127",2,0,0,0,3,3,0,1,0,1,1,2,1,0,0,2,1,6,0,3,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,1,2,4,2,5,0,2,10,2,0,2,2,0,3,0,1,2,0,0,1,0,0,1,1,0,2,2,0,0,3,3,1,2,1,1,0,0,0,1,0,1,10,2,3,0,0,2,0,2,1,0,0,0,1,0,4,0,4
"signal128",4,0,0,2,0,0,1,0,0,2,0,3,1,0,5,0,5,1,0,0,2,2,1,2,1,4,2,0,0,1,2,0,3,0,1,2,1,0,1,2,0,0,2,1,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,2,6,1,0,1,0,1,0,4,2,0,0,2,1,0,0,1,4,1,1,0,3,0,1,0,1,5,0,0,5,1,0,0
"signal129",0,3,1,1,5,0,0,0,1,8,0,0,3,9,5,0,2,2,2,3,0,0,0,3,0,2,0,2,1,0,0,3,8,3,1,6,2,1,1,1,0,3,0,2,0,1,1,1,0,0,0,3,0,0,0,0,4,2,1,0,0,3,0,0,1,1,3,0,3,1,0,0,1,3,0,5,5,2,5,0,0,0,0,1,1,1,1,0,0,4,2,0,0
"signal130",1,0,2,5,1,1,1,0,0,10,0,3,0,0,8,0,6,0,0,0,0,0,1,1,1,2,0,0,1,0,1,1,0,0,1,9,0,0,8,2,5,1,0,0,0,1,4,1,4,1,0,0,0,2,0,0,0,0,1,0,2,1,4,0,0,0,4,2,2,1,0,1,1,1,2,0,0,0,2,1,0,2,1,1,0,0,1,0,0,0,4,3,2
"signal131",1,0,4,1,2,4,3,2,1,5,0,1,1,0,0,0,0,1,1,2,0,0,0,0,0,4,0,0,0,1,0,1,2,1,2,0,0,2,2,4,0,0,2,0,0,1,5,0,0,2,1,0,0,4,1,0,2,1,0,0,0,2,0,3,2,1,5,0,0,0,0,0,2,1,0,3,1,0,5,0,0,0,0,1,0,0,0,0,0,5,0,2,1
"signal132",5,0,1,2,0,0,0,0,0,0,1,2,0,1,5,1,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,3,0,0,0,2,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,3,0,2,1,0,0,2,0,2,2,2,6,0,1,0,5,0,0,3,1,3,0,3,3,2,1,1,0,6,0,7,0,0,1,1,3,0,2,0,1
"signal133",0,0,5,6,0,2,0,0,2,1,2,0,4,0,0,0,3,4,4,1,0,1,0,0,0,1,1,0,2,0,2,2,1,2,0,2,2,7,1,4,1,0,4,0,1,2,0,0,4,0,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,5,0,0,4,1,2,1,0,0,0,1,4,1,0,0
"signal134",10,0,7,2,2,0,0,0,1,4,0,1,1,2,1,1,0,1,1,1,0,0,2,2,0,0,1,0,0,0,0,2,7,1,1,1,1,2,3,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,2,3,0,4,0,0,4,0,0,0,0,0,1,0,4,1,1,7,0,2,1,0,0,2,0,4,2,0,1,0,0,1,0,1,1
"signal135",2,2,0,1,2,0,0,0,1,1,1,1,3,6,1,1,1,3,0,3,4,0,0,0,1,0,0,3,1,1,0,3,0,3,0,2,1,1,3,1,1,2,1,0,0,0,2,2,4,0,0,2,0,1,2,4,0,2,1,0,0,0,1,0,4,0,1,1,1,0,1,0,2,6,1,0,1,0,2,0,0,2,0,0,2,0,0,0,2,1,1,2,0
"signal136",3,1,3,1,4,5,1,2,0,0,1,1,1,1,0,0,0,1,1,1,0,1,2,0,0,5,2,3,0,1,1,3,0,0,0,2,0,1,4,5,1,3,0,0,0,2,2,0,0,0,1,0,0,0,2,7,1,3,1,1,0,2,2,0,1,0,1,2,2,1,2,2,1,1,0,0,1,0,3,0,0,0,1,4,2,0,0,0,0,4,0,12,4
"signal137",4,0,0,4,1,1,1,1,1,2,1,2,0,4,3,0,2,2,0,2,1,0,0,0,0,2,1,1,1,0,0,1,0,3,1,0,0,0,1,3,0,0,2,0,1,2,2,0,2,0,0,0,0,1,2,1,1,4,2,0,0,1,1,0,1,1,0,0,3,0,1,6,3,4,0,2,1,1,1,0,0,3,1,3,1,1,0,0,0,6,1,1,0
"signal138",2,2,1,4,0,7,1,0,0,4,0,3,2,2,0,0,5,4,0,3,0,1,1,1,0,4,1,0,0,0,0,0,3,0,0,1,3,4,0,2,0,0,1,0,0,2,1,0,4,2,1,3,0,1,1,5,1,0,1,2,2,2,1,0,8,0,1,0,3,0,0,1,4,4,1,3,2,0,1,1,1,4,1,3,0,0,2,0,1,1,1,1,5
