"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal69",0,0,1,2,1,2,0,0,1,1,3,0,1,2,7,0,1,5,0,2,0,1,1,0,1,0,1,1,4,0,1,6,1,2,2,4,0,1,0,1,4,4,2,1,5,2,0,6,1,2,0,0,0,0,2,0,1,3,1,0,3,0,1,3,1,2,1,2,3,0,1,3,3,0,2,0,6,0,1,1,0,0,2,3,0,0,2,0,1,1,0,1,2
"signal70",1,0,0,4,3,1,0,0,0,1,1,4,1,3,2,0,1,3,0,1,0,0,1,1,0,1,2,0,6,2,0,1,0,3,1,5,0,0,2,0,4,0,4,0,5,1,2,0,1,0,1,1,0,2,0,5,0,0,0,0,1,0,2,0,0,1,7,1,1,0,2,0,1,0,3,2,0,0,0,0,0,2,1,3,0,1,2,2,0,7,1,0,1
"signal71",3,0,0,3,7,6,0,0,1,4,0,0,3,1,7,0,0,5,1,4,0,1,0,0,0,3,0,4,0,0,1,0,0,2,3,3,2,1,5,0,0,1,0,0,1,0,2,0,2,0,0,2,0,0,5,3,0,1,1,3,0,0,1,0,1,0,3,1,6,0,0,2,0,0,0,3,1,2,0,0,2,6,0,0,1,0,0,0,1,2,1,0,0
"signal72",2,2,3,3,2,1,0,1,0,2,0,2,1,4,2,0,6,1,4,1,1,0,2,3,1,0,0,0,3,1,0,3,1,1,0,3,2,0,3,9,0,2,5,0,4,1,2,3,0,1,0,1,0,0,1,1,2,1,0,7,0,0,2,2,0,0,3,2,6,0,0,3,2,4,2,2,1,0,1,0,0,0,0,9,0,0,1,1,2,2,1,0,0
"signal73",4,1,7,2,4,0,0,0,0,0,1,0,7,2,0,1,7,8,2,0,0,0,0,1,0,0,1,4,1,0,0,3,9,2,0,2,2,4,0,1,1,1,0,1,1,2,2,3,2,0,0,1,0,0,1,3,0,0,2,3,1,0,1,4,2,0,1,0,2,3,0,2,1,3,1,0,0,0,2,1,1,1,0,2,1,0,2,0,0,1,3,0,0
"signal74",2,3,1,0,2,1,0,1,0,1,0,0,0,2,0,0,0,0,2,2,1,1,0,0,1,5,0,3,6,0,1,2,0,1,0,0,1,0,0,2,0,1,1,1,2,2,0,3,0,1,2,0,1,0,4,0,0,0,0,3,0,4,0,0,4,0,2,0,0,1,0,1,1,4,0,1,3,0,2,2,0,5,0,5,1,0,2,0,2,0,6,3,0
"signal75",3,2,1,0,1,1,0,0,1,1,0,3,0,1,9,1,1,6,3,3,0,0,1,0,0,3,1,1,1,1,0,0,1,0,0,0,1,2,3,1,2,1,4,0,2,4,5,9,1,0,0,2,0,0,1,1,1,2,0,1,0,6,1,7,1,0,0,1,0,1,0,0,1,1,0,0,2,0,5,0,0,4,1,5,0,0,1,0,2,7,2,0,1
"signal76",1,0,5,2,4,2,0,0,1,3,0,4,5,4,2,1,3,0,0,2,0,0,0,1,1,3,0,2,0,0,0,3,4,1,0,1,0,0,3,3,0,2,8,0,1,3,6,5,1,2,0,0,0,0,0,0,1,0,0,5,2,1,0,4,3,0,5,0,2,1,0,2,2,3,1,2,1,0,3,0,0,2,0,0,0,0,3,0,4,0,0,0,4
"signal77",1,0,1,0,3,0,0,1,2,5,0,2,0,0,0,1,0,2,1,0,1,2,1,1,0,0,1,3,1,1,0,5,2,1,1,6,0,1,1,0,9,0,1,4,2,2,0,2,0,0,0,0,0,0,2,2,2,8,1,1,0,1,0,1,4,0,0,1,6,1,0,5,2,1,0,5,7,0,2,0,1,2,0,1,0,0,0,4,0,1,0,0,4
"signal78",2,0,4,7,1,1,3,2,2,1,0,0,1,1,0,0,1,6,1,0,0,1,0,0,4,2,0,4,2,4,1,4,6,0,1,2,0,2,2,1,4,4,1,0,0,2,3,6,3,1,1,0,2,1,9,6,2,0,0,1,0,1,0,0,1,1,2,0,1,0,0,2,1,0,0,1,3,2,1,1,0,1,0,0,0,2,0,2,2,0,4,6,0
"signal79",2,3,1,0,2,2,0,0,0,3,0,1,0,2,2,1,1,0,1,5,5,0,1,4,1,0,0,1,0,3,0,0,3,3,3,3,0,3,1,1,0,3,2,1,1,1,1,4,4,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,4,0,2,0,1,3,0,6,4,5,0,5,0,2,3,0,1,1,1,1,0,0,0,0,0,3,0,1,0
"signal80",3,0,1,1,3,2,1,2,0,6,0,1,2,1,5,1,1,6,3,3,0,0,3,0,0,0,0,0,1,2,1,0,0,1,1,0,0,11,4,5,2,2,0,0,2,7,5,1,2,0,2,2,1,2,5,2,2,3,1,1,2,1,0,1,3,1,1,2,0,1,0,0,0,4,0,4,4,0,1,0,0,0,0,1,0,3,1,0,1,0,7,2,0
"signal81",3,1,1,1,1,0,1,0,1,6,1,2,0,2,0,0,3,2,0,0,2,1,3,0,1,4,0,2,0,1,0,1,9,0,0,2,0,4,1,3,1,4,0,0,1,0,2,5,5,0,1,0,0,2,3,0,1,0,0,3,3,6,0,2,0,0,3,3,1,0,0,1,0,2,1,0,0,3,0,1,0,0,0,0,1,0,0,1,1,2,6,2,0
"signal82",0,3,0,7,6,0,2,0,0,2,0,4,3,0,1,1,3,2,0,1,2,0,1,1,0,0,2,0,0,0,0,1,0,3,1,5,0,1,0,6,0,1,1,0,1,1,2,1,3,2,0,0,1,0,4,5,0,0,0,0,0,0,2,4,0,1,1,0,2,0,0,1,3,1,0,2,1,0,1,0,1,2,1,3,1,0,0,0,0,3,3,1,0
"signal83",0,1,4,2,2,0,1,1,2,7,0,1,3,1,7,2,0,5,0,0,0,0,0,2,1,0,0,1,4,1,0,0,2,3,0,2,0,0,2,5,1,1,0,0,0,6,2,1,2,2,0,0,2,1,3,1,0,1,0,0,2,4,2,1,3,0,0,0,1,0,1,3,1,2,1,4,4,1,2,0,0,8,1,4,4,1,4,0,0,0,0,5,3
"signal84",0,0,0,1,3,3,0,0,1,3,0,1,1,2,0,2,0,0,1,2,5,1,0,1,1,1,4,1,3,2,3,0,4,0,1,1,1,2,1,1,2,2,2,0,1,1,5,1,5,0,1,2,0,0,0,6,0,1,1,2,0,1,1,6,2,0,5,1,3,1,1,4,4,4,1,1,0,2,2,2,1,0,0,2,2,0,1,1,0,1,1,1,1
"signal85",0,0,3,3,0,0,1,1,1,5,0,3,3,2,3,2,1,5,1,1,1,1,0,0,2,1,0,0,1,4,0,1,1,4,2,1,0,2,0,1,6,1,1,0,4,2,3,2,5,0,1,0,3,2,4,2,0,3,0,2,0,2,1,0,1,0,3,0,2,0,2,1,2,2,0,1,2,0,2,0,1,1,3,1,0,0,3,1,0,1,3,2,4
"signal86",0,1,1,0,3,6,1,4,0,3,0,0,0,0,6,0,1,0,0,2,2,1,2,2,0,2,1,2,2,0,0,1,5,0,0,0,1,5,0,4,1,1,2,1,3,0,0,4,2,0,0,0,1,1,0,0,0,1,2,2,0,3,0,0,1,1,0,0,1,1,0,1,4,1,0,0,0,1,10,1,0,2,0,0,0,0,0,1,0,2,0,2,0
"signal87",0,0,4,4,1,1,2,1,4,0,1,0,8,3,2,2,1,2,0,0,1,1,0,0,3,1,0,1,0,2,1,7,4,2,0,0,0,0,1,4,2,0,3,0,0,0,3,0,0,0,0,2,1,0,2,3,0,1,2,3,0,4,0,0,1,0,1,0,1,0,0,4,0,2,2,2,5,1,1,0,1,1,2,2,1,0,2,1,0,3,0,3,3
"signal88",6,1,0,1,1,4,0,1,0,0,0,1,0,3,1,1,1,3,0,1,1,0,0,1,1,5,0,5,3,4,4,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,1,2,0,0,1,4,0,1,6,0,5,0,2,1,0,3,0,3,1,1,1,1,2,0,0,1,4,0,1,3,3,0,4,1,3,3,0,0,0,2,5,1,0,1
"signal89",3,1,3,1,0,1,2,2,1,1,1,2,2,2,1,0,1,0,2,1,0,0,0,0,1,4,0,2,2,1,0,1,7,1,0,5,0,0,0,2,2,2,1,0,3,5,3,3,2,0,0,0,0,1,0,1,0,1,0,3,0,4,0,1,1,0,0,1,1,1,1,1,3,1,1,5,1,1,1,0,0,1,1,2,0,0,2,1,2,3,1,2,2
"signal90",1,0,0,0,1,1,0,1,0,1,1,0,1,4,4,1,0,1,0,1,1,1,1,0,0,3,2,0,2,4,2,2,3,0,1,8,1,8,2,1,2,1,1,0,0,1,0,2,0,0,0,0,0,0,2,3,0,3,1,2,1,0,0,1,0,1,0,0,2,3,0,1,6,3,0,1,0,0,0,1,0,2,0,4,0,0,3,1,1,3,0,2,8
"signal91",0,3,1,1,1,2,1,2,1,2,0,0,0,0,5,0,0,3,1,0,0,0,1,0,2,0,0,1,1,2,2,3,3,2,1,1,5,1,3,5,2,0,0,0,1,1,1,2,0,1,0,0,1,0,2,4,0,2,1,6,0,5,0,0,6,0,6,0,0,0,1,2,1,3,1,2,1,1,0,2,1,1,0,1,1,0,0,2,0,2,0,1,1
"signal92",0,0,4,3,0,1,1,0,1,1,0,4,4,0,0,0,3,0,0,0,1,0,0,0,1,2,0,6,7,0,0,6,0,5,0,2,0,0,0,1,4,1,0,1,0,1,2,6,1,4,1,1,3,0,3,1,0,4,2,2,2,3,1,2,2,0,0,0,0,0,0,5,1,2,0,1,1,1,2,2,0,3,0,3,0,2,1,1,1,4,3,1,1
"signal93",0,3,1,2,5,0,0,1,1,3,0,3,0,4,1,0,1,0,3,0,1,0,1,1,3,6,0,0,3,4,0,2,5,1,0,0,0,1,0,2,2,3,0,1,2,8,0,0,5,0,2,0,2,2,1,1,0,2,1,2,1,1,3,1,1,2,4,1,2,2,0,1,1,0,4,2,0,1,3,0,2,1,0,1,0,0,0,0,3,2,3,0,0
"signal94",1,0,4,0,2,4,1,0,0,2,0,1,1,2,1,0,1,1,0,3,0,0,0,0,0,2,0,3,0,2,1,1,0,1,0,3,2,1,2,0,0,2,0,1,1,4,2,4,3,0,1,0,2,1,4,2,1,0,0,2,1,3,0,2,4,0,1,0,8,0,3,3,6,0,0,0,1,0,3,1,1,0,3,5,0,0,1,1,0,0,0,2,5
"signal95",1,1,0,3,2,1,3,0,0,0,1,3,0,1,1,0,4,6,0,0,0,1,2,1,1,1,0,2,0,6,0,2,3,0,1,3,1,4,2,3,2,3,1,0,4,2,1,0,0,2,2,1,0,1,0,3,0,1,0,1,0,0,0,3,0,0,6,0,1,0,1,1,7,1,3,2,3,0,0,0,0,1,0,2,1,5,0,2,0,0,2,1,2
"signal96",2,0,3,2,0,4,1,0,0,0,3,1,5,1,7,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,2,0,3,3,1,1,1,4,1,1,1,8,0,0,1,8,1,0,1,0,1,0,2,0,1,5,0,0,0,2,2,1,0,1,12,1,0,1,2,0,1,1,1,4,0,2,3,0,0,0,1,3,3,0,0,1,1,1,0,5,1,0,2
"signal97",3,2,2,9,0,2,0,4,0,2,0,3,0,2,0,1,1,2,0,2,0,5,0,0,0,2,2,1,1,0,0,0,1,2,1,2,2,3,0,2,1,2,3,0,2,3,0,2,0,2,1,1,1,1,0,1,0,1,0,2,1,3,3,1,1,0,5,1,1,0,1,1,3,9,2,2,0,0,2,2,0,2,0,0,0,2,0,2,0,1,5,6,3
"signal98",1,1,3,2,3,1,0,1,0,2,2,2,4,1,0,0,2,7,0,0,1,2,0,1,0,2,1,3,2,1,0,4,1,1,1,4,1,3,0,4,0,1,5,0,3,10,0,1,2,0,0,1,0,0,4,0,0,0,2,0,0,3,0,0,5,0,2,3,0,3,1,0,1,2,1,1,2,0,1,0,0,4,3,5,0,1,0,0,0,4,1,5,4
"signal99",2,2,2,1,7,3,1,1,0,5,0,0,1,2,2,0,0,9,0,2,1,2,1,0,0,0,2,1,4,1,0,0,3,2,1,0,3,2,0,7,4,5,2,1,0,2,3,1,0,1,0,0,0,0,0,4,0,1,0,2,0,2,2,2,4,0,1,0,0,1,0,0,0,1,0,5,2,0,2,0,4,1,0,1,0,0,1,0,0,0,1,2,0
"signal100",1,0,6,1,0,1,0,2,0,0,1,3,1,0,1,0,1,0,0,2,2,1,2,0,2,3,0,2,2,0,2,0,5,1,0,4,0,4,0,0,4,1,6,0,1,0,2,0,1,1,0,0,2,1,2,0,1,2,0,2,0,1,1,1,4,1,1,0,0,0,2,4,0,1,1,0,5,0,5,0,0,3,0,1,1,1,1,0,0,1,1,2,3
"signal101",0,0,5,2,3,0,0,1,1,0,2,0,2,3,2,0,0,3,0,0,2,1,0,0,1,2,4,1,2,0,0,9,2,6,0,0,1,2,1,2,7,2,2,0,2,0,3,0,2,0,0,0,0,1,1,3,0,3,1,2,0,1,1,1,6,0,2,1,0,1,1,2,1,1,0,3,2,0,2,0,1,0,3,0,0,3,1,3,0,5,6,7,1
"signal102",1,1,1,2,1,0,3,0,0,5,1,0,3,4,0,2,1,1,1,1,1,0,1,1,0,3,1,3,4,3,0,3,3,4,0,3,0,1,1,1,5,3,1,1,5,2,1,3,0,2,0,0,3,0,0,1,1,6,3,2,1,1,0,4,4,1,3,0,3,1,2,0,4,3,0,0,1,4,0,0,0,1,2,0,0,0,3,0,1,1,0,3,3
"signal103",2,1,2,1,0,0,0,1,0,3,3,2,1,2,6,1,5,2,2,0,1,1,2,0,0,5,0,1,0,0,1,2,3,0,0,3,1,3,5,0,3,2,0,0,0,5,3,0,0,1,3,0,0,0,1,3,0,3,0,5,1,2,0,1,1,1,0,0,0,0,0,0,3,1,1,0,1,1,3,0,2,0,1,1,1,3,1,0,0,1,2,2,7
"signal104",2,2,4,1,0,0,0,1,0,6,2,3,1,3,5,0,4,3,2,0,0,0,2,1,0,2,0,2,1,4,0,1,1,0,0,0,0,2,2,1,3,4,1,1,2,5,0,1,1,4,1,1,1,0,0,0,0,5,3,1,1,4,0,3,1,0,0,4,0,1,2,4,2,3,2,5,3,0,1,0,1,4,0,1,2,2,0,2,1,1,0,1,2
"signal105",2,1,0,2,1,3,0,2,0,2,2,0,4,1,2,1,1,6,0,1,0,1,0,0,1,7,2,4,2,5,0,0,0,1,2,0,0,0,6,1,1,4,2,1,0,1,2,0,4,1,0,0,2,0,0,1,0,1,0,4,2,14,0,1,4,0,4,2,5,0,1,7,2,2,0,1,0,3,0,4,1,2,1,4,1,0,2,0,3,2,5,5,4
"signal106",3,1,2,1,1,1,2,0,0,3,0,0,0,1,3,0,2,0,0,0,0,1,0,1,0,3,1,4,1,0,0,5,2,2,1,7,0,1,0,5,3,1,0,0,4,2,3,3,1,3,3,1,1,0,2,0,3,2,0,0,0,1,1,0,2,0,2,0,0,0,1,1,4,0,0,0,0,0,3,0,0,0,1,6,2,1,0,0,1,4,6,2,1
"signal107",1,0,1,0,1,0,3,0,0,2,1,2,0,3,0,1,2,2,3,4,0,3,1,1,1,2,0,2,2,1,1,1,4,6,0,1,0,1,1,7,2,1,2,1,0,2,0,2,0,0,0,0,5,0,0,1,0,2,0,1,1,3,1,0,1,0,1,0,3,1,2,4,0,0,0,2,3,1,0,0,2,1,2,1,1,0,0,0,0,2,2,0,1
"signal108",0,1,2,2,2,5,1,1,0,0,0,0,1,0,5,0,2,4,0,1,0,0,0,1,2,2,1,2,1,2,0,4,5,1,1,0,0,0,2,4,0,1,0,2,0,2,1,4,1,0,0,1,2,2,0,0,0,6,2,10,0,1,0,2,1,0,1,0,7,1,1,0,6,1,0,1,3,0,0,1,1,8,0,5,2,0,0,0,0,0,2,0,12
"signal109",3,0,3,0,1,8,2,3,0,4,1,0,0,1,2,0,4,5,0,1,4,0,0,3,0,1,1,3,1,2,0,5,5,0,0,2,0,8,2,2,1,3,1,0,0,3,3,4,4,3,0,1,0,0,0,1,1,0,1,6,3,0,2,1,0,2,1,0,5,0,0,1,0,1,0,1,2,0,5,1,0,0,0,3,1,0,0,3,0,0,4,1,3
"signal110",7,0,1,0,3,0,1,1,2,2,0,0,2,2,4,3,1,0,0,5,1,0,0,2,0,1,0,1,1,0,0,1,5,1,1,1,1,4,4,0,1,1,2,0,1,4,0,8,9,0,0,0,0,2,1,1,0,0,0,0,0,3,3,0,2,2,1,0,0,1,0,0,0,1,0,8,1,0,1,1,0,3,0,2,0,1,1,0,0,1,0,2,2
"signal111",3,1,0,1,0,2,0,0,1,0,0,3,0,5,1,0,6,1,0,6,0,0,0,0,1,0,1,2,9,0,0,0,1,5,0,2,1,2,5,5,1,4,5,0,1,1,1,5,4,1,0,0,0,1,0,0,1,4,1,2,0,1,0,0,2,2,0,1,0,1,0,5,5,0,0,2,1,4,8,0,0,5,1,2,1,0,2,1,0,0,1,3,0
"signal112",2,2,4,2,5,1,0,2,0,4,1,1,1,0,2,1,1,7,1,2,0,0,0,1,2,7,0,3,4,2,0,2,3,0,1,0,0,0,1,1,0,0,1,0,1,5,0,10,2,0,2,2,0,1,1,1,0,11,1,1,1,1,1,1,4,0,0,0,1,0,0,1,1,1,0,2,1,3,3,0,0,3,0,3,0,3,0,0,2,1,1,2,1
"signal113",2,0,0,1,2,3,3,0,1,0,0,0,2,2,3,0,3,5,0,3,1,1,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0,2,0,2,2,1,1,1,0,0,0,0,1,0,0,1,1,7,0,4,1,0,0,6,0,0,0,2,4,3,3,0,1,0,0,1,0,3,1,3,0,0,3,0,1,3,2,1,1,1,0,1,1,1,4,0,1
"signal114",0,3,7,3,0,1,0,0,3,1,1,1,0,2,4,0,2,1,0,2,3,0,0,0,0,1,0,4,1,1,0,2,0,0,0,0,0,2,1,1,4,0,0,0,2,3,2,1,3,1,3,5,1,0,2,0,1,3,1,1,3,2,0,2,0,0,3,0,0,1,1,2,0,2,0,4,2,0,1,2,0,1,2,2,0,1,0,1,1,1,1,2,3
"signal115",2,0,1,0,4,0,0,0,1,7,1,8,1,9,1,1,4,4,1,1,0,1,0,0,2,1,0,3,4,0,0,5,6,8,0,0,1,0,1,1,0,0,0,0,0,1,3,2,0,2,1,1,0,1,11,5,0,3,0,1,0,0,0,0,3,0,4,1,3,0,0,0,3,1,1,0,3,2,6,0,0,4,3,3,0,2,2,1,1,0,0,2,0
"signal116",1,2,1,0,1,4,1,1,1,4,3,1,4,4,2,3,0,1,0,1,0,0,0,2,0,0,1,4,0,4,3,1,1,1,1,4,0,1,4,0,1,0,0,0,3,4,0,0,3,0,1,0,1,0,1,1,0,0,2,7,3,0,0,2,0,1,4,0,1,5,1,2,3,2,2,0,2,1,2,0,0,0,1,2,0,0,0,1,1,1,0,0,2
"signal117",4,1,3,2,0,1,0,0,0,2,1,2,4,2,5,1,2,2,1,2,1,0,1,0,0,4,0,2,2,1,1,1,4,0,1,4,0,0,5,1,2,1,10,0,2,2,3,2,1,0,0,2,3,0,2,0,0,4,3,4,3,1,0,0,5,1,3,0,1,2,0,1,3,0,1,3,3,2,2,3,0,1,1,2,0,0,0,1,0,6,1,3,1
"signal118",3,2,2,0,5,4,0,0,0,0,0,4,4,3,9,0,5,2,1,4,1,1,0,0,0,3,0,3,0,4,0,7,4,2,0,2,0,1,1,4,5,1,2,0,3,2,0,1,3,0,1,1,0,0,0,3,1,0,1,1,2,3,0,1,2,0,2,0,2,3,1,0,8,3,0,0,2,1,0,0,1,5,4,3,4,0,0,0,0,1,0,0,4
"signal119",6,0,8,1,1,2,1,0,0,1,0,6,0,3,6,0,3,2,0,2,1,0,0,1,1,2,1,2,4,10,1,0,0,0,0,0,0,2,1,4,0,2,3,0,3,1,4,7,3,1,0,0,3,0,6,0,1,3,1,3,0,0,1,1,4,0,1,0,1,0,1,4,1,2,0,1,5,2,0,0,0,0,0,0,0,1,0,3,0,1,4,8,1
"signal120",4,0,4,0,0,2,0,0,3,2,0,3,7,7,2,1,5,1,1,3,2,1,1,0,1,6,0,2,2,3,0,3,0,0,2,2,0,0,0,1,5,4,0,0,6,0,1,1,0,1,1,2,2,0,2,5,1,4,1,0,1,1,2,1,0,0,1,0,0,1,0,0,5,1,0,4,0,0,2,6,0,0,0,3,2,1,0,0,0,8,2,5,0
"signal121",0,1,5,3,0,0,2,1,1,2,0,8,0,0,0,1,2,2,1,2,0,1,1,0,2,3,0,1,0,1,0,1,0,5,2,3,2,1,4,0,2,1,2,0,1,1,1,2,2,2,0,0,0,0,6,0,1,0,0,7,0,1,1,7,3,1,0,0,0,0,0,1,6,3,0,1,4,0,2,0,3,2,0,7,0,0,0,1,1,0,2,2,5
"signal122",0,3,0,1,2,1,0,2,0,0,1,1,7,1,4,0,1,3,0,1,0,2,0,0,3,3,0,0,0,5,0,1,1,2,0,2,0,4,2,4,1,0,1,0,1,2,2,4,1,0,1,2,1,1,3,1,1,2,0,0,0,0,1,0,1,0,3,0,1,0,2,6,1,5,1,0,2,0,0,0,2,1,0,3,0,3,1,1,2,1,1,3,0
"signal123",4,0,1,1,1,1,0,1,2,1,0,2,0,4,1,0,1,3,3,2,0,0,0,1,0,1,2,0,4,1,1,1,1,1,0,0,0,2,1,0,1,3,2,1,3,3,2,1,3,0,1,1,2,0,0,0,0,2,2,2,1,3,2,3,2,1,4,0,1,2,1,4,0,3,0,1,1,1,2,0,0,4,1,2,0,2,0,0,0,12,4,8,3
"signal124",1,0,2,1,2,0,1,1,2,4,0,0,9,0,3,0,3,1,0,1,0,0,1,0,1,3,0,0,3,4,0,0,0,2,1,4,0,4,1,4,3,4,1,0,2,2,2,3,0,1,1,0,0,0,0,0,1,1,0,0,0,4,1,1,1,2,3,0,1,1,0,4,3,2,4,1,0,1,4,1,0,4,0,5,0,0,0,1,0,0,0,1,0
"signal125",0,2,3,1,3,1,3,1,1,1,1,1,1,2,2,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,2,1,5,5,0,2,2,3,4,1,0,0,1,1,1,1,1,1,1,3,1,1,2,0,4,1,0,4,1,2,0,1,0,6,1,0,0,2,1,0,1,0,2,1,1,1,1,1,3,0,0,2,1,1,0,0,0,1,0,0,0,2,7
"signal126",0,3,2,0,0,0,1,0,1,1,0,0,2,1,2,0,6,1,1,0,1,1,0,0,2,0,1,2,0,3,0,3,4,0,2,2,0,1,3,2,4,2,0,1,0,1,1,0,4,0,1,0,3,0,3,1,0,3,1,3,0,2,0,4,1,1,0,2,0,2,1,3,1,1,2,0,3,0,0,0,0,3,1,1,1,0,0,1,1,3,0,0,6
"signal127",1,3,1,3,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,1,2,2,1,2,0,5,5,6,0,2,0,0,3,0,1,4,0,3,3,0,1,1,2,0,5,2,1,1,3,3,0,2,0,1,0,0,0,1,0,1,4,4,2,0,0,1,2,0,3,0,0,2,3,0,1,0,4,2,2,0,1,0,0,4,0,0,0,0,1,1,0,5,3
"signal128",5,0,0,0,6,4,1,2,1,4,2,0,3,2,5,0,3,0,1,2,1,0,0,1,0,0,0,3,0,1,0,2,1,0,0,3,2,1,2,0,1,0,0,0,5,6,2,1,1,0,0,0,1,2,1,1,0,1,0,0,0,8,0,2,1,1,2,0,1,1,5,1,1,5,0,0,0,0,7,0,0,5,0,0,0,1,4,0,0,6,9,5,0
"signal129",2,1,6,3,1,0,0,3,0,2,0,4,2,1,0,1,8,3,1,6,2,0,0,0,0,7,0,4,0,1,0,4,0,1,0,9,0,0,1,0,9,2,3,0,1,3,0,2,1,1,2,0,2,1,1,1,0,3,0,5,2,4,2,1,0,0,2,0,3,1,1,1,0,4,1,0,0,0,1,1,2,1,0,2,0,0,4,0,1,1,0,8,0
"signal130",6,0,1,0,0,0,1,1,1,2,0,0,3,1,3,0,0,0,1,9,0,0,3,0,5,3,0,1,0,1,2,2,4,2,0,1,0,4,1,0,0,0,2,0,6,1,9,2,0,0,1,2,1,1,0,2,0,1,2,0,0,1,1,3,0,1,3,1,0,0,1,1,1,0,1,3,2,0,0,2,1,2,2,6,2,1,1,0,0,3,0,0,1
"signal131",0,0,2,2,1,1,0,0,0,4,0,1,1,3,1,0,2,1,2,0,0,0,0,2,0,2,1,1,2,1,2,0,0,5,1,0,0,10,3,0,5,1,0,0,1,2,2,6,2,1,2,0,0,0,1,0,0,1,0,3,0,2,2,2,0,0,0,0,1,0,0,0,1,5,0,2,1,2,1,0,0,0,0,1,0,0,0,1,1,0,1,5,3
"signal132",0,0,3,0,1,1,3,1,0,0,1,2,1,0,0,1,0,0,0,2,0,1,0,1,0,3,0,2,3,1,0,2,0,2,0,0,0,9,0,2,1,0,1,2,1,2,4,6,6,0,0,0,1,0,0,7,0,3,0,3,0,4,0,2,2,2,2,4,1,0,1,2,6,0,1,0,1,0,0,2,2,0,1,0,0,2,0,2,0,10,0,0,0
"signal133",3,2,9,1,0,5,0,0,0,1,1,2,5,2,4,0,1,2,0,2,2,2,0,2,1,0,1,0,4,2,0,0,4,1,1,2,0,2,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,2,1,0,1,1,0,5,0,0,0,2,4,0,0,0,5,0,3,1,2,0,0,0,1,1,0,0,3,2,1,4
"signal134",0,0,5,1,0,1,2,2,0,0,1,0,0,0,3,1,7,1,1,1,1,0,1,1,1,1,0,3,0,1,0,1,1,1,1,2,0,0,0,1,0,0,3,3,1,4,1,1,4,0,0,0,0,0,2,1,2,1,1,7,0,5,0,2,1,1,0,1,6,0,1,0,1,1,0,1,1,1,4,0,0,2,0,0,0,1,0,1,0,6,6,1,2
"signal135",1,1,0,3,9,1,0,0,1,0,0,9,0,3,5,2,1,0,0,3,0,1,0,1,2,1,0,1,0,2,2,4,0,1,2,0,1,5,4,1,2,2,0,0,0,3,2,4,0,0,1,0,0,1,1,2,2,3,0,1,0,2,0,0,2,0,0,2,1,0,0,5,1,1,1,0,3,1,3,0,2,5,1,4,0,0,1,0,1,1,0,1,0
"signal136",1,1,1,2,4,5,0,0,2,4,3,0,3,4,3,0,0,1,0,1,0,1,2,1,3,0,0,2,2,2,0,0,1,3,0,1,0,5,7,4,3,3,2,0,2,6,0,1,0,0,2,1,1,2,5,1,0,2,0,1,0,3,0,2,0,1,4,2,1,0,0,1,4,0,5,4,4,0,0,1,0,1,1,3,1,1,1,0,0,4,3,1,2
"signal137",2,0,2,2,1,0,0,0,0,3,1,2,1,1,1,0,3,5,0,0,0,0,1,0,0,2,0,2,2,2,0,2,0,0,0,1,1,6,1,3,4,6,0,0,1,4,0,1,2,0,0,1,0,1,14,0,3,5,0,5,1,1,0,0,3,1,3,1,2,0,0,1,6,1,0,0,2,2,1,2,0,7,1,0,0,2,0,2,2,2,0,2,5
"signal138",4,0,3,1,2,4,1,0,1,2,0,2,1,0,0,1,0,0,0,6,2,0,0,0,0,1,0,3,2,1,0,4,5,3,3,1,1,3,5,2,0,4,6,2,2,2,0,8,0,0,0,1,0,0,3,4,2,2,1,2,0,1,1,4,4,1,3,0,2,2,0,3,1,1,0,5,0,0,1,2,3,0,0,0,0,4,2,0,3,1,0,7,1
